Dry Bulb Temperature {C},Dew Point Temperature {C},Relative Humidity {%},Atmospheric Pressure {Pa},Extraterrestrial Horizontal Radiation {Wh/m2},Extraterrestrial Direct Normal Radiation {Wh/m2},Horizontal Infrared Radiation Intensity from Sky {Wh/m2},Global Horizontal Radiation {Wh/m2},Direct Normal Radiation {Wh/m2},Diffuse Horizontal Radiation {Wh/m2},Global Horizontal Illuminance {lux},Direct Normal Illuminance {lux},Diffuse Horizontal Illuminance {lux},Zenith Luminance {Cd/m2},Wind Direction {deg},Wind Speed {m/s},Total Sky Cover {.1},Opaque Sky Cover {.1},Visibility {km},Ceiling Height {m},Present Weather Observation,Present Weather Codes,Precipitable Water {mm},Aerosol Optical Depth {.001},Snow Depth {cm},Days Since Last Snow,Albedo {.01},Liquid Precipitation Depth {mm},Liquid Precipitation Quantity {hr}
9.6,-12.1,20,93200,929,1395,241,599,703,181,95278,73792,21486,4805,338,4,2,1,16,77777,9,0,69,0.084,0,88,0.17,0,1
8.8,-12.1,22,93100,830,1395,239,418,567,156,78011,59500,18511,3539,338,3,0,0,16,77777,9,0,69,0.084,0,88,0.17,0,1
8.4,-12.1,22,93100,665,1395,237,190,231,122,38753,24208,14544,2481,338,3,1,1,16,77777,9,0,69,0.084,0,88,0.17,0,1
7.2,-12.9,22,93100,446,1395,232,39,28,36,7214,2917,4297,732,338,3,0,0,16,77777,9,0,69,0.084,0,88,0.17,0,1
6.5,-12.1,25,93100,190,1395,231,0,0,0,0,0,0,0,338,4,3,2,16,77777,9,0,80,0.084,0,88,0.17,0,1
6.1,-12.1,26,92900,6,314,230,0,0,0,0,0,0,0,338,3,3,0,16,77777,9,0,80,0.084,0,88,0.17,0,1
5.3,-10.5,31,93000,0,0,230,0,0,0,0,0,0,0,315,3,4,3,16,77777,9,0,80,0.084,0,88,0.17,0,1
4.8,-10.5,32,93000,0,0,229,0,0,0,0,0,0,0,315,3,3,2,16,77777,9,0,80,0.084,0,88,0.17,0,1
4.5,-9.8,35,93000,0,0,229,0,0,0,0,0,0,0,338,3,5,4,16,77777,9,0,80,0.084,0,88,0.17,0,1
4.1,-9.1,38,93000,0,0,229,0,0,0,0,0,0,0,338,3,3,2,16,77777,9,0,80,0.084,0,88,0.17,0,1
4.2,-9.1,37,92900,0,0,229,0,0,0,0,0,0,0,338,3,2,0,16,77777,9,0,80,0.084,0,88,0.17,0,1
4,-9.8,36,93000,0,0,227,0,0,0,0,0,0,0,360,2,0,0,16,77777,9,0,80,0.084,0,88,0.17,0,1
4.4,-9.8,35,92800,0,0,229,0,0,0,0,0,0,0,338,2,5,3,16,77777,9,0,80,0.084,0,88,0.17,0,1
3.9,-10.5,34,92800,0,0,226,0,0,0,0,0,0,0,360,1,3,1,16,77777,9,0,80,0.084,0,88,0.17,0,1
3.6,-9.8,37,92700,0,0,226,0,0,0,0,0,0,0,360,1,3,3,16,77777,9,0,80,0.084,0,88,0.17,0,1
3.1,-8.4,43,92700,0,0,227,0,0,0,0,0,0,0,23,1,6,4,14.4,77777,9,0,80,0.084,0,88,0.17,0,1
2.2,-8.4,45,92600,0,0,224,0,0,0,0,0,0,0,338,1,7,5,16,77777,9,0,80,0.084,0,88,0.17,0,1
3,-8.4,43,92700,0,0,227,89,292,47,36244,30625,5619,943,338,1,3,3,16,77777,9,0,80,0.084,0,88,0.17,0,1
3.9,-8.4,40,92600,128,1383,230,283,603,81,72878,63292,9586,1668,338,1,6,3,16,77777,9,0,89,0.084,0,88,0.17,0,1
6,-7.8,36,92700,390,1394,238,464,736,97,88861,77292,11569,2292,338,1,6,3,16,77777,9,0,89,0.084,0,88,0.17,0,1
7.9,-8.4,30,92800,620,1394,243,602,781,117,95842,81958,13883,3231,338,1,8,5,16,77777,9,0,89,0.084,0,88,0.17,0,1
9.8,-7.8,28,92800,800,1394,251,666,642,219,93489,67375,26114,6959,270,1,10,4,16,77777,9,0,89,0.084,0,88,0.17,0,1
11.7,-5,31,92600,917,1394,264,661,492,308,88317,51625,36692,10244,90,1,10,10,14.4,1158,9,0,100,0.084,0,88,0.17,0,1
10.7,-5.6,32,92500,963,1394,259,611,458,297,83494,48125,35369,9212,180,2,10,10,6.4,762,9,0,100,0.084,0,88,0.17,0,1
11.8,-5,30,92500,935,1394,264,502,356,289,71711,37333,34378,7736,180,2,10,10,6.4,1280,9,0,100,0.084,0,88,0.17,0,1
11.8,-3.1,35,92400,835,1394,268,348,286,214,55494,30042,25453,4885,180,3,10,9,3.2,2438,9,0,100,0.084,0,88,0.17,0,1
11.5,-0.7,43,92400,670,1394,273,218,406,97,54153,42583,11569,1977,180,3,10,10,16,1981,9,0,110,0.084,0,88,0.17,0,1
11.7,0.8,47,92400,451,1394,276,56,144,42,20125,15167,4958,843,203,2,10,10,16,2438,9,0,110,0.084,0,88,0.17,0,1
11.1,1.4,51,92300,195,1394,276,0,0,0,0,0,0,0,203,1,10,10,16,1981,9,0,110,0.084,0,88,0.17,0,1
10.7,2.1,55,92000,7,337,275,0,0,0,0,0,0,0,225,2,10,10,16,2438,9,0,110,0.084,0,88,0.17,0,1
10.7,3.6,62,92200,0,0,279,0,0,0,0,0,0,0,203,1,10,10,16,640,9,0,120,0.084,0,88,0.17,0,1
10.5,4.4,66,92100,0,0,280,0,0,0,0,0,0,0,158,1,10,10,16,640,9,0,120,0.084,0,88,0.17,0,1
10,3.9,66,91900,0,0,276,0,0,0,0,0,0,0,180,2,10,10,16,640,9,0,120,0.084,0,88,0.17,0,1
9.3,2.7,63,91800,0,0,271,0,0,0,0,0,0,0,248,2,10,10,16,3048,9,0,120,0.084,0,88,0.17,0,1
7.7,3,72,91700,0,0,266,0,0,0,0,0,0,0,248,2,9,9,16,2438,9,0,129,0.084,0,88,0.17,0,1
7.5,2.1,69,91600,0,0,263,0,0,0,0,0,0,0,293,1,10,10,6.4,1829,9,0,129,0.085,0,88,0.17,0,1
6.8,1.1,67,91500,0,0,259,0,0,0,0,0,0,0,270,1,10,10,6.4,1463,9,0,129,0.085,0,88,0.17,0,1
5.9,1.1,71,91300,0,0,255,0,0,0,0,0,0,0,293,1,10,10,8,1463,9,0,129,0.085,0,88,0.17,0,1
6,-0.7,62,91200,0,0,252,0,0,0,0,0,0,0,338,1,10,10,9.6,1494,9,0,139,0.085,0,88,0.17,0,1
6.2,-2.3,55,91200,0,0,250,0,0,0,0,0,0,0,360,1,10,10,0.4,396,9,0,139,0.085,0,88,0.17,0,1
5,-1.4,63,91200,0,0,247,6,0,6,661,0,661,134,248,1,10,10,16,1311,9,0,139,0.085,0,88,0.17,0,1
7.1,-1,56,91200,0,12,255,28,0,28,3306,0,3306,554,68,1,10,10,16,457,9,0,139,0.085,0,88,0.17,0,1
6.8,-1.4,56,91100,134,1394,253,50,0,50,5950,0,5950,1038,23,1,10,10,9.6,274,9,0,139,0.085,0,88,0.17,0,1
7,-1.8,53,91200,397,1394,253,83,0,83,9917,0,9917,1974,360,1,10,10,8,366,9,0,139,0.085,0,88,0.17,0,1
8.1,-1.4,51,91300,627,1394,258,83,0,83,9917,0,9917,2326,270,1,10,10,16,610,9,0,139,0.085,0,88,0.17,0,1
11.9,3.9,58,91300,807,1394,284,144,0,144,17189,0,17189,4626,225,2,10,10,16,518,9,0,129,0.085,0,88,0.17,0,1
14.4,5.7,56,91300,923,1394,298,186,0,186,22147,0,22147,6247,225,4,10,10,16,1097,9,0,129,0.085,0,88,0.17,0,1
15,5,51,91100,969,1394,299,197,0,197,23469,0,23469,6166,225,6,10,10,16,1128,9,0,129,0.085,0,88,0.17,0,1
14.9,4.2,49,91100,941,1394,297,175,0,175,20825,0,20825,4715,203,4,10,10,16,792,9,0,129,0.085,0,88,0.17,0,1
14.9,4.4,50,91000,841,1394,297,114,0,114,13553,0,13553,2611,225,4,10,10,16,732,9,0,120,0.085,0,88,0.17,0,1
15.5,4.2,47,91100,676,1394,299,81,0,81,9586,0,9586,1640,225,4,10,10,16,823,9,0,120,0.085,0,88,0.17,0,1
15.5,5,50,91200,456,1394,301,28,0,28,3306,0,3306,561,225,4,10,10,16,396,9,0,120,0.085,0,88,0.17,0,1
15.2,6.7,57,91200,200,1394,304,0,0,0,0,0,0,0,203,3,10,10,16,945,9,0,120,0.085,0,88,0.17,0,1
13.8,7.2,64,91300,8,360,299,0,0,0,0,0,0,0,203,3,10,10,2,549,9,0,110,0.085,0,88,0.17,0,1
12.8,7.4,70,91200,0,0,295,0,0,0,0,0,0,0,180,3,10,10,0.8,274,9,0,110,0.085,0,88,0.17,0,1
12,7.2,72,91200,0,0,291,0,0,0,0,0,0,0,203,2,10,10,2.4,640,9,0,110,0.085,0,88,0.17,0,1
11.1,7.2,77,91300,0,0,288,0,0,0,0,0,0,0,225,3,10,10,6.4,549,9,0,110,0.085,0,88,0.17,0,1
10,6.5,79,91200,0,0,282,0,0,0,0,0,0,0,248,2,10,10,6.4,488,9,0,110,0.085,0,88,0.17,0,1
8.4,4.5,76,91200,0,0,271,0,0,0,0,0,0,0,338,2,10,10,4.8,427,9,0,100,0.085,0,88,0.17,0,1
6.5,3,78,93200,0,0,261,0,0,0,0,0,0,0,360,3,10,5,16,77777,9,0,220,0.086,0,88,0.15,0,1
5.3,2.7,83,93100,0,0,256,0,0,0,0,0,0,0,338,3,10,7,16,77777,9,0,220,0.086,0,88,0.15,0,1
4.5,2.4,86,93000,0,0,253,0,0,0,0,0,0,0,338,2,10,4,16,77777,9,0,229,0.086,0,88,0.15,0,1
3.9,1.8,86,93000,0,0,249,0,0,0,0,0,0,0,338,4,10,7,11.2,1341,9,0,229,0.086,0,88,0.15,0,1
3.5,1.5,87,93000,0,0,247,0,0,0,0,0,0,0,338,3,10,10,16,2134,9,0,229,0.086,0,88,0.15,0,1
3.4,1.1,85,92900,0,0,246,0,0,0,0,0,0,0,360,3,10,5,16.1,77777,9,0,229,0.086,0,88,0.15,0,1
3.4,1.5,87,92900,0,58,247,11,0,11,1322,0,1322,221,338,3,10,10,16,2286,9,0,229,0.086,0,88,0.15,1,1
3.4,1.1,85,93100,144,1393,246,31,0,31,3636,0,3636,636,338,3,10,10,16.1,510,9,0,229,0.086,0,88,0.15,0,1
3.8,1.8,87,93100,407,1393,249,53,0,53,6281,0,6281,1257,338,2,10,10,16,1981,9,0,240,0.086,0,88,0.15,0,1
4.3,2.1,86,93100,637,1393,251,94,0,94,11239,0,11239,2656,338,3,10,10,16,2438,9,0,240,0.086,0,88,0.15,0,1
5.1,3,86,93100,816,1393,256,108,0,108,12892,0,12892,3504,338,3,10,9,16,2743,9,0,240,0.086,0,88,0.15,0,1
5.9,3.6,85,93200,933,1393,260,114,0,114,13553,0,13553,3863,315,3,10,10,16.1,870,9,0,240,0.086,0,88,0.15,0,1
7.1,5,86,93100,979,1393,267,158,0,158,18842,0,18842,4993,338,3,10,10,16,1311,9,0,240,0.086,0,88,0.15,0,1
7.5,5.3,86,93000,950,1393,270,61,0,61,7272,0,7272,1657,338,3,9,8,16,2591,9,0,240,0.086,0,88,0.15,0,1
7.9,5.8,86,92800,850,1393,272,36,0,36,4297,0,4297,831,360,2,9,8,16,2743,9,0,240,0.086,0,88,0.15,0,1
8.2,5.8,85,92700,684,1393,273,44,0,44,5289,0,5289,906,23,1,9,8,16,2896,9,0,240,0.086,0,88,0.15,0,1
8,5.2,83,92700,464,1393,271,8,0,8,992,0,992,168,23,1,7,2,16,77777,9,0,240,0.086,0,88,0.15,0,1
7.9,5.5,85,92800,207,1393,272,0,0,0,0,0,0,0,360,2,10,10,16,2134,9,0,240,0.086,0,88,0.15,0,1
7.9,5.8,86,92800,10,383,272,0,0,0,0,0,0,0,23,2,10,10,16,2286,9,0,240,0.086,0,88,0.15,0,1
7.9,6,88,92800,0,0,273,0,0,0,0,0,0,0,360,2,8,3,16,77777,9,0,240,0.086,0,88,0.15,0,1
7.7,6.3,91,92600,0,0,272,0,0,0,0,0,0,0,360,3,4,2,16,77777,9,0,240,0.086,0,88,0.15,0,1
7.2,5.5,89,92600,0,0,269,0,0,0,0,0,0,0,360,3,6,4,16,77777,9,0,240,0.086,0,88,0.15,0,1
6.9,5.3,89,92600,0,0,267,0,0,0,0,0,0,0,23,3,9,8,16,3048,9,0,240,0.086,0,88,0.15,0,1
7.1,5.3,88,92500,0,0,268,0,0,0,0,0,0,0,360,1,10,10,16,3048,9,0,240,0.086,0,88,0.15,0,1
7.4,5.3,86,92400,0,0,269,0,0,0,0,0,0,0,360,3,0,0,16,77777,9,0,240,0.086,0,88,0.15,0,1
6.9,4.5,84,92300,0,0,266,0,0,0,0,0,0,0,360,3,6,3,16,77777,9,0,240,0.086,0,88,0.15,0,1
6.9,4.7,86,92200,0,0,266,0,0,0,0,0,0,0,23,3,5,3,16,77777,9,0,240,0.086,0,88,0.15,0,1
7.6,3.3,74,92500,0,0,266,0,0,0,0,0,0,0,23,2,10,10,4,1524,9,0,240,0.086,0,88,0.15,0,1
7.7,0.1,59,92500,0,0,260,0,0,0,0,0,0,0,360,2,10,10,8,2134,9,0,250,0.086,0,88,0.15,0,1
7.6,-1.4,53,92500,0,0,256,3,0,3,331,0,331,66,360,3,10,10,16,2438,9,0,250,0.086,0,88,0.15,0,1
7.6,-2.3,50,92500,1,104,255,36,0,36,4297,0,4297,719,360,3,10,10,16,2134,9,0,250,0.086,0,88,0.15,0,1
7.9,-3.1,46,92600,150,1392,254,129,3,128,15497,292,15206,2666,338,3,10,10,8,1128,9,0,240,0.086,0,88,0.15,0,1
8.2,-4.5,40,92500,413,1392,252,228,39,208,28875,4083,24792,4988,338,4,9,9,16,2134,9,0,240,0.086,0,88,0.15,0,1
8.6,-5,38,92400,643,1392,253,309,6,306,36944,583,36361,8662,338,3,8,5,16,77777,9,0,240,0.086,0,88,0.15,0,1
9.7,-5,35,92400,823,1392,257,477,194,339,60744,20417,40328,11072,338,4,6,4,16,77777,9,0,240,0.086,0,88,0.15,0,1
9.8,-4.1,37,92500,939,1392,259,319,3,317,37975,292,37683,10856,360,4,8,4,16,77777,9,0,229,0.086,0,88,0.15,0,1
9.6,-6.6,31,92500,985,1392,253,210,3,208,25083,292,24792,6629,338,4,9,7,16,1311,9,0,229,0.086,0,88,0.15,0,1
9.8,-5.5,33,92400,956,1392,256,142,0,142,16858,0,16858,3864,360,3,10,10,16,853,9,0,229,0.086,0,88,0.15,0,1
9.4,-4.1,38,92500,855,1392,258,56,0,56,6611,0,6611,1283,23,3,10,10,16,274,9,0,229,0.086,0,88,0.15,0,1
9.6,-3.6,39,92600,689,1392,259,22,0,22,2644,0,2644,454,90,1,10,10,16,366,9,0,220,0.086,0,88,0.15,0,1
7.9,0.1,58,92600,469,1392,261,0,0,0,0,0,0,0,338,3,10,10,12.8,244,9,0,220,0.086,0,88,0.15,0,1
7.8,0.8,61,92700,212,1392,262,0,0,0,0,0,0,0,90,1,10,10,14.4,244,9,0,220,0.086,0,88,0.15,0,1
8.1,0.1,57,92700,11,406,261,0,0,0,0,0,0,0,293,2,10,10,14.4,122,9,0,220,0.086,0,88,0.15,0,1
7.7,1.5,65,92700,0,0,263,0,0,0,0,0,0,0,248,2,10,10,6.4,61,9,0,209,0.086,0,88,0.15,0,1
8.1,1.8,64,92800,0,0,265,0,0,0,0,0,0,0,23,1,10,10,12.8,61,9,0,209,0.086,0,88,0.15,0,1
7.9,1.1,62,92800,0,0,263,0,0,0,0,0,0,0,23,2,10,10,6.4,61,9,0,209,0.086,0,88,0.15,0,1
7.6,0.1,59,92700,0,0,259,0,0,0,0,0,0,0,68,2,10,10,0.4,15,9,0,200,0.086,0,88,0.15,0,1
7.1,1.1,66,92700,0,0,260,0,0,0,0,0,0,0,90,1,10,10,0.8,15,9,0,200,0.086,0,88,0.15,0,1
7.5,-2.3,50,92500,0,0,254,0,0,0,0,0,0,0,23,2,10,10,1.2,30,9,0,200,0.087,0,88,0.15,0,1
7.2,0.4,62,92600,0,0,259,0,0,0,0,0,0,0,338,2,10,10,2,30,9,0,200,0.087,0,88,0.15,0,1
7,1.1,66,92400,0,0,259,0,0,0,0,0,0,0,360,1,10,10,6.4,570,9,0,189,0.087,0,88,0.15,0,1
6.4,0.4,66,92300,0,0,256,0,0,0,0,0,0,0,45,2,10,10,4.8,570,9,0,189,0.087,0,88,0.15,0,1
6,0.1,66,92200,0,0,254,0,0,0,0,0,0,0,68,1,10,10,16,2438,9,0,189,0.087,0,88,0.15,0,1
6.3,1.1,69,92100,0,0,257,0,0,0,0,0,0,0,45,2,10,10,11.2,2134,9,0,189,0.087,0,88,0.15,0,1
5.8,1.1,72,92200,1,128,255,39,0,39,4628,0,4628,774,23,1,10,10,3.2,1128,9,0,179,0.087,0,88,0.15,0,1
6.3,1.5,71,92100,157,1392,257,92,0,92,10908,0,10908,1918,90,1,10,10,8,1311,9,0,179,0.087,0,88,0.15,0,1
6.5,0.8,67,91900,420,1392,257,131,0,131,15536,0,15536,3143,23,1,10,10,16,274,9,0,179,0.087,0,88,0.15,0,1
7.4,-0.7,57,91800,650,1392,257,298,6,294,35622,583,35039,8414,360,2,10,10,6.4,213,9,0,179,0.087,0,88,0.15,0,1
7.8,-0.3,57,91800,829,1392,259,216,3,214,25744,292,25453,7060,68,2,10,10,4,213,9,0,170,0.087,0,88,0.15,0,1
8.2,-1.4,51,91800,946,1392,259,283,3,281,33678,292,33386,9722,23,2,10,10,16,1067,9,0,170,0.087,0,88,0.15,0,1
9.6,-2.7,42,91800,991,1392,261,425,64,381,51994,6708,45286,12218,45,2,10,10,4.8,1128,9,0,170,0.087,0,88,0.15,0,1
9.9,-5,35,92000,962,1392,257,326,83,275,41475,8750,32725,7549,90,1,10,10,16,1128,9,0,170,0.087,0,88,0.15,0,1
8.7,-1.1,50,92000,861,1392,261,83,0,83,9917,0,9917,1932,180,1,10,10,16,945,9,0,160,0.087,0,88,0.15,0,1
6.5,0.8,67,92100,694,1392,257,19,0,19,2314,0,2314,398,180,1,10,10,16,945,9,0,160,0.087,0,88,0.15,0,1
6.8,0.8,66,92100,474,1392,258,3,0,3,331,0,331,56,158,1,10,10,16,1036,9,0,160,0.087,0,88,0.15,0,1
5.1,0.1,70,92200,216,1392,250,0,0,0,0,0,0,0,90,4,10,10,16,610,9,0,160,0.087,0,88,0.15,0,1
4.5,-0.3,71,92300,12,429,247,0,0,0,0,0,0,0,68,3,10,10,16,366,9,0,150,0.087,0,88,0.15,0,1
4.1,0.1,75,92400,0,0,247,0,0,0,0,0,0,0,68,4,10,10,16,305,9,0,150,0.087,0,88,0.15,0,1
3.9,-0.3,74,92400,0,0,245,0,0,0,0,0,0,0,45,2,10,10,16,305,9,0,150,0.087,0,88,0.15,0,1
4.3,-0.3,72,92400,0,0,247,0,0,0,0,0,0,0,360,1,10,10,16,305,9,0,139,0.087,0,88,0.15,0,1
4.5,-0.7,69,92500,0,0,247,0,0,0,0,0,0,0,360,2,10,10,8,183,9,0,139,0.087,0,88,0.15,0,1
4.2,-1.4,67,92500,0,0,244,0,0,0,0,0,0,0,360,1,10,10,4,60,9,0,139,0.087,0,88,0.15,0,1
4.3,-1.8,64,92500,0,0,244,0,0,0,0,0,0,0,23,1,10,10,4,122,9,0,139,0.088,0,88,0.15,0,1
4.2,-2.7,61,92600,0,0,242,0,0,0,0,0,0,0,68,3,10,10,0.4,30,9,0,129,0.088,0,88,0.15,0,1
4,-5.5,50,92600,0,0,236,0,0,0,0,0,0,0,23,1,10,10,0.3,30,9,0,129,0.088,0,88,0.15,0,1
3.7,-6.1,49,92600,0,0,233,0,0,0,0,0,0,0,360,2,10,10,0.8,30,9,0,129,0.088,0,88,0.15,0,1
3.5,-6.6,48,92700,0,0,232,0,0,0,0,0,0,0,45,2,10,10,16,152,9,0,129,0.088,0,88,0.15,0,1
3.5,-7.2,45,92800,0,0,231,6,0,6,661,0,661,129,23,1,10,10,14.4,152,9,0,120,0.088,0,88,0.15,0,1
3.7,-7.2,45,92800,2,151,231,103,281,56,36069,29458,6611,1105,360,2,10,10,16,671,9,0,120,0.088,0,88,0.15,0,1
4.1,-8.4,40,92900,164,1391,230,300,517,114,67803,54250,13553,2390,338,2,10,10,16,335,9,0,120,0.088,0,88,0.15,0,1
5.4,-8.4,36,93000,427,1391,235,499,769,97,92361,80792,11569,2354,338,1,10,10,16,549,9,0,120,0.088,0,88,0.15,0,1
6.2,-9.1,33,93000,657,1391,236,641,839,100,99983,88083,11900,2881,360,1,10,10,16,549,9,0,120,0.088,0,88,0.15,0,1
7.8,-8.4,31,93100,836,1391,243,726,831,128,102414,87208,15206,4262,45,2,10,10,16,488,9,0,120,0.088,0,88,0.15,0,1
8.1,-10.5,26,93000,952,1391,240,758,858,122,104669,90125,14544,4282,338,1,6,5,16.1,77777,9,0,120,0.088,0,88,0.15,0,1
9.7,-7.2,30,92900,997,1391,252,726,792,167,102958,83125,19833,5400,135,1,3,3,16,77777,9,0,120,0.088,0,88,0.15,0,1
9.6,-7.2,30,92900,968,1391,252,594,689,167,92167,72333,19833,4604,158,2,3,3,16,77777,9,0,120,0.088,0,88,0.15,0,1
9.1,-8.4,28,92800,866,1391,247,467,783,86,92497,82250,10247,2004,113,3,3,3,16,77777,9,0,120,0.088,0,88,0.15,0,1
9,-9.8,25,92800,699,1391,244,267,625,69,73889,65625,8264,1423,113,2,3,3,16,77777,9,0,120,0.088,0,88,0.15,0,1
8.8,-9.8,26,92800,479,1391,243,71,275,39,33503,28875,4628,782,203,2,1,0,16,77777,9,0,120,0.088,0,88,0.15,0,1
8.8,-9.1,27,92900,221,1391,245,0,0,0,0,0,0,0,225,1,2,1,16,77777,9,0,120,0.088,0,88,0.15,0,1
8.6,-6.1,35,92900,14,452,250,0,0,0,0,0,0,0,113,1,0,0,16,77777,9,0,120,0.088,0,88,0.15,0,1
7.6,-2.7,48,93000,0,0,254,0,0,0,0,0,0,0,135,2,0,0,16,77777,9,0,120,0.088,0,88,0.15,0,1
7.7,-2.7,48,93000,0,0,254,0,0,0,0,0,0,0,135,1,0,0,16,77777,9,0,120,0.088,0,88,0.15,0,1
7.9,-1.4,52,93100,0,0,257,0,0,0,0,0,0,0,135,1,0,0,16,77777,9,0,120,0.088,0,88,0.15,0,1
7.7,-0.7,55,93100,0,0,258,0,0,0,0,0,0,0,113,1,0,0,16,77777,9,0,120,0.088,0,88,0.15,0,1
6.8,0.1,62,93100,0,0,256,0,0,0,0,0,0,0,113,1,0,0,16,77777,9,0,120,0.088,0,88,0.15,0,1
6.7,0.1,63,93100,0,0,256,0,0,0,0,0,0,0,225,1,0,0,16,77777,9,0,120,0.089,0,88,0.15,0,1
4.8,-1.4,64,93100,0,0,246,0,0,0,0,0,0,0,293,1,0,0,16,77777,9,0,120,0.089,0,88,0.15,0,1
3.9,-2.7,62,93100,0,0,241,0,0,0,0,0,0,0,360,1,0,0,11.2,77777,9,0,120,0.089,0,88,0.15,0,1
3.6,-2.7,64,93000,0,0,240,0,0,0,0,0,0,0,338,2,0,0,16,77777,9,0,120,0.089,0,88,0.15,0,1
3.4,-3.6,60,93000,0,0,237,0,0,0,0,0,0,0,338,1,0,0,8,77777,9,0,129,0.089,0,88,0.15,0,1
3.6,-4,57,93000,0,0,237,3,0,3,331,0,331,64,338,3,0,0,14.4,77777,9,0,129,0.089,0,88,0.15,0,1
3.9,-4.5,54,93000,2,197,237,107,219,69,31306,23042,8264,1381,338,2,0,0,9.6,77777,9,0,129,0.089,0,88,0.15,0,1
4.8,-4.5,51,93000,170,1390,240,284,383,144,57439,40250,17189,3041,338,2,0,0,16,77777,9,0,120,0.089,0,88,0.15,0,1
5.9,-5,45,92900,434,1390,243,492,611,169,84331,64167,20164,4126,338,2,0,0,16,77777,9,0,120,0.089,0,88,0.15,0,1
7.6,-4,43,92800,663,1390,251,538,336,319,73306,35292,38014,9280,315,1,6,4,16,77777,9,0,120,0.089,0,88,0.15,0,1
9.4,-4.1,38,92800,842,1390,258,689,553,289,92419,58042,34378,9738,225,1,9,6,16,77777,9,0,120,0.089,0,88,0.15,0,1
10.4,-4.5,35,92800,958,1390,260,732,747,175,99283,78458,20825,6199,225,2,9,8,16,1829,9,0,120,0.089,0,88,0.15,0,1
11.4,-2.7,37,92500,1003,1390,268,692,672,214,96036,70583,25453,6993,158,2,10,10,16,1981,9,0,120,0.089,0,88,0.15,0,1
11.6,-2.7,37,92500,973,1390,269,557,483,256,81161,50750,30411,7104,180,2,10,10,4.8,1829,9,0,120,0.089,0,88,0.15,0,1
11.7,-1.9,39,92300,872,1390,271,427,458,203,72256,48125,24131,4738,135,1,10,10,4.8,975,9,0,120,0.089,0,88,0.15,0,1
11.6,0.1,45,92400,705,1390,274,246,467,97,60569,49000,11569,1996,113,1,10,10,0.8,91,9,0,110,0.089,0,88,0.15,0,1
12.5,-0.3,41,92300,484,1390,277,69,206,44,26872,21583,5289,892,225,1,10,10,6.4,1219,9,0,110,0.089,0,88,0.15,0,1
12.5,-3.1,34,92200,226,1390,271,0,0,0,0,0,0,0,225,2,10,10,16,1341,9,0,110,0.089,0,88,0.15,0,1
12.2,-5,30,92300,15,475,266,0,0,0,0,0,0,0,225,2,10,10,16,2134,9,0,110,0.089,0,88,0.15,0,1
11.3,-3.6,35,92100,0,0,266,0,0,0,0,0,0,0,203,2,10,10,16,2134,9,0,110,0.089,0,88,0.15,0,1
11,-1.9,41,92000,0,0,268,0,0,0,0,0,0,0,225,1,10,9,16,1676,9,0,110,0.089,0,88,0.15,0,1
10,-1.4,45,91900,0,0,265,0,0,0,0,0,0,0,225,1,10,10,16.1,390,9,0,110,0.089,0,88,0.15,0,1
8.6,-0.7,52,91900,0,0,262,0,0,0,0,0,0,0,270,2,10,10,16.1,420,9,0,110,0.089,0,88,0.15,0,1
7.6,-1.4,53,92000,0,0,256,0,0,0,0,0,0,0,270,1,10,10,8,213,9,0,110,0.089,0,88,0.15,0,1
6.3,-1,59,92500,0,0,252,0,0,0,0,0,0,0,248,1,10,10,16,213,9,0,100,0.089,0,88,0.15,0,1
5.7,-0.7,64,92600,0,0,251,0,0,0,0,0,0,0,0,0,10,10,16,549,9,0,100,0.089,0,88,0.15,0,1
6,-0.3,64,92600,0,0,253,0,0,0,0,0,0,0,338,1,10,10,6.4,305,9,0,100,0.089,0,88,0.15,0,1
6.2,0.1,65,92600,0,0,254,0,0,0,0,0,0,0,68,1,10,10,12.8,518,9,0,100,0.089,0,88,0.15,0,1
8,-1,53,92500,0,0,259,0,0,0,0,0,0,0,23,1,10,10,4.8,975,9,0,100,0.089,0,88,0.15,0,1
7.7,-0.3,57,92700,0,0,259,3,0,3,331,0,331,64,360,1,10,10,8,701,9,0,100,0.089,0,88,0.15,0,1
7.5,0.1,59,92700,3,220,259,39,0,39,4628,0,4628,773,315,1,10,10,11.2,671,9,0,100,0.089,0,88,0.15,0,1
7.6,0.1,59,92800,177,1389,259,94,0,94,11239,0,11239,1994,360,1,10,10,3.2,671,9,0,100,0.089,0,88,0.15,0,1
9.9,1.1,54,92900,440,1389,270,246,33,228,30606,3500,27106,5578,203,1,10,10,9.6,762,9,0,100,0.089,0,88,0.15,0,1
12.6,3,52,92900,670,1389,285,218,3,217,26075,292,25783,6348,225,1,10,10,16,1067,9,0,100,0.089,0,88,0.15,0,1
15.6,4.2,46,92900,849,1389,300,360,44,328,43672,4667,39006,11169,225,4,8,8,16,1128,9,0,100,0.089,0,88,0.15,0,1
17.1,5,45,92900,964,1389,308,698,531,300,91408,55708,35700,10748,225,4,9,8,16,1402,9,0,100,0.089,0,88,0.15,0,1
16.2,5.7,50,92900,1009,1389,306,292,19,278,35097,2042,33056,9167,225,3,9,8,16,1494,9,0,89,0.089,0,88,0.15,0,1
15.4,5.7,53,92900,979,1389,302,199,3,197,23761,292,23469,5518,225,4,8,8,16,1676,9,0,89,0.089,0,88,0.15,0,1
