地点,東京,緯度,35,経度,139,海抜,6.1,,
日時,乾球温度[C],絶対湿度[kg/kg(DA)],法線面直達日射量[W/m2],水平面天空日射量[W/m2],夜間放射量[W/m2],雲量(10分比),風向(degree),風速[m/s],大気圧[atm]
38975 ,19.7,0.01003,0,0,93.9,0,180,4.9,101.29
38975 ,19.5,0.01004,0,0,35.5,10,180,5.5,101.3
38975 ,19.3,0.00992,0,0,93.9,0,180,5.5,101.3
38975 ,19.2,0.00999,0,0,93.4,0,158,4.3,101.34
38975 ,19.3,0.00991,0.7,8.3,35.7,10,158,4.2,101.4
38975 ,19.6,0.00995,48.9,62.3,94.1,0,180,4.9,101.44
38975 ,20.6,0.01013,68.7,138.9,94.3,0,180,4.3,101.47
38975 ,21.4,0.00968,173.3,235.9,37.2,10,-158,5.1,101.47
38975 ,21.9,0.01015,125.5,293.6,95.9,0,180,6,101.48
38975 ,23.4,0.01041,118.4,335.4,96.4,0,-158,2.9,101.45
38976 ,23.8,0.01011,74.9,326,43.6,9,-135,4.1,101.39
38976 ,23.6,0.01018,40.6,275,98.1,0,-158,5.8,101.35
38976 ,24.3,0.00928,66.3,275.6,104.3,0,-135,3.1,101.35
38976 ,24.1,0.00954,18.3,160.8,51.6,8,-135,5.4,101.35
38976 ,23.7,0.00968,58.7,153.8,101,0,-113,5,101.35
38976 ,23.1,0.00987,37.5,76.3,99.1,0,-113,5.9,101.38
38976 ,22.4,0.00996,2.1,19.1,67.4,5,-113,4.6,101.44
38976 ,22.1,0.01011,0,0,96.4,0,-135,4.1,101.49
38976 ,21.8,0.00992,0,0,97,0,-113,6.3,101.51
38976 ,21.2,0.01067,0,0,80.7,2,-113,3.8,101.52
38976 ,21.2,0.01083,0,0,91.3,0,-158,3.8,101.54
38976 ,20.4,0.0106,0,0,91.5,0,-158,3.8,101.54
38976 ,20.2,0.01047,0,0,92,0,-158,2.6,101.54
38976 ,20,0.0102,0,0,93.2,0,-158,3.8,101.48
38976 ,19.7,0.01001,0,0,93.9,0,180,2.9,101.48
38976 ,19.5,0.01003,0,0,58.7,6,-158,3.1,101.45
38976 ,19.4,0.00982,0,0,94.5,0,158,4.2,101.46
38976 ,19,0.00958,0,0,95.3,0,180,3.5,101.46
38976 ,18.9,0.00952,3.6,13.5,71.8,4,158,3.5,101.46
38976 ,19.6,0.00951,185,73.9,96.5,0,158,2.8,101.48
38976 ,20.9,0.0097,287.1,151.4,97.1,0,180,3.1,101.47
38976 ,23.1,0.01022,747.8,113.9,73,4,-158,3,101.45
38976 ,23.6,0.0098,880.4,103.9,100.2,0,-90,1.7,101.41
38976 ,23.4,0.0095,115.4,332.6,101.7,0,-113,2.3,101.39
38977 ,24.2,0.00884,282.9,366.3,47.2,9,-135,2.5,101.3
38977 ,25,0.00909,348.5,343.6,106.5,0,180,2.3,101.23
38977 ,25.2,0.009,50.2,257.2,107.3,0,-113,3.9,101.16
38977 ,25,0.0093,45.1,202.8,40,10,-135,3.7,101.11
38977 ,25.1,0.00956,100.9,168.3,103.8,0,-113,3.2,101.08
38977 ,24.2,0.01078,52.6,80.9,95.6,0,-90,3.9,101.1
38977 ,23.3,0.01074,3.5,21.7,36,10,-113,6.1,101.15
38977 ,22.6,0.01081,0,0,93.4,0,-90,5.1,101.19
38977 ,22.1,0.01047,0,0,94.5,0,-113,3.2,101.24
38977 ,21.8,0.01094,0,0,57.5,6,-113,3.6,101.23
38977 ,21.8,0.01144,0,0,89,0,-113,1.9,101.22
38977 ,21.7,0.01138,0,0,89.2,0,-135,1.5,101.17
38977 ,21.6,0.01131,0,0,89.5,0,-158,2.1,101.14
38977 ,21.3,0.01144,0,0,88.5,0,180,2.2,101.05
38977 ,21.2,0.01121,0,0,89.6,0,180,2.7,101.03
38977 ,20.9,0.011,0,0,34.3,10,180,2.5,101.03
38977 ,20.7,0.01086,0,0,90.8,0,180,2,101
38977 ,20.8,0.01109,0,0,89.7,0,180,2.6,101
38977 ,20.8,0.01109,0.2,5.5,34.1,10,180,2.9,101.03
38977 ,21,0.01091,20.6,48.7,90.9,0,-158,2.7,101.04
38977 ,21.6,0.01132,46.6,125.9,89.5,0,180,3.2,101.06
38977 ,22.1,0.01117,42.6,184,34.5,10,180,2,101.07
38977 ,22.5,0.01145,25.1,204.4,89.9,0,-158,2.8,101.05
38977 ,22.7,0.01177,18.7,215.7,88.5,0,158,3.1,101.02
38978 ,23.3,0.01204,28.1,254.4,33.4,10,180,4.2,100.96
38978 ,23.5,0.01201,12.9,197.8,88.3,0,158,4.1,100.92
38978 ,23.5,0.0122,8.8,157.4,87.3,0,180,3.2,100.89
38978 ,23.2,0.01289,1.6,74,31.7,10,-113,4.3,100.86
38978 ,22,0.01333,2.4,60,80,0,-113,5.2,100.87
38978 ,21.5,0.01341,0.2,13.8,79.1,0,-90,3.6,100.91
38978 ,20.8,0.01346,0,0,29.7,10,-113,3.9,100.93
38978 ,20.5,0.01336,0,0,78.2,0,-90,3.9,100.97
38978 ,20.4,0.01312,0,0,79.2,0,-113,4.4,100.98
38978 ,20.2,0.01311,0,0,30,10,180,4.2,100.98
38978 ,20.2,0.01281,0,0,80.5,0,-158,2.2,100.93
38978 ,20.3,0.01305,0,0,79.5,0,180,3,100.84
38978 ,20.2,0.01329,0,0,78.3,0,-158,2.5,100.76
38978 ,20.4,0.01331,0,0,78.5,0,-158,2.9,100.73
38978 ,20.4,0.01332,0,0,78.5,0,180,2.6,100.62
38978 ,20.4,0.01334,0,0,29.8,10,180,2.3,100.5
38978 ,20.3,0.01341,0,0,78.1,0,180,2.9,100.51
38978 ,20.2,0.01348,0,0,77.6,0,-158,0.9,100.5
38978 ,21,0.01403,0.9,8.3,28.9,10,-68,1.9,100.39
38978 ,21.4,0.01439,3.1,27.2,74.8,0,-113,3.1,100.35
38978 ,23,0.01591,2,49.2,69.5,0,-23,2.2,100.3
38978 ,22.4,0.01568,0.6,49.7,26.6,10,23,2,100.31
38978 ,24.5,0.01685,41.3,231.9,66.8,0,45,4.2,100.29
38978 ,26.4,0.01825,36.2,257.4,62.4,0,23,6.2,100.26
38979 ,26.6,0.01803,4.7,148.8,24.2,10,23,5.1,100.21
38979 ,26.5,0.01793,0.2,47.1,64,0,23,6.5,100.14
38979 ,26.5,0.01839,13.2,176.5,62,0,23,5.6,100.09
38979 ,26.8,0.01735,77.9,224.9,25.4,10,23,4.2,100.04
38979 ,26.2,0.0165,53.8,145.6,70.1,0,23,4.6,100.06
38979 ,26,0.01718,59.7,79.7,66.8,0,23,4.8,100.08
38979 ,26.3,0.01705,1.8,16.4,25.7,10,23,5.7,100.09
38979 ,26.4,0.0176,0,0,65.3,0,23,5.9,100.12
38979 ,26.5,0.01769,0,0,65,0,23,5.1,100.19
38979 ,26.4,0.01758,0,0,37,7,23,5.2,100.2
38979 ,26.4,0.01736,0,0,66.3,0,23,5.4,100.19
38979 ,26.3,0.01725,0,0,66.7,0,23,5.8,100.2
38979 ,26.1,0.01727,0,0,66.5,0,23,4.4,100.2
38979 ,26,0.01695,0,0,67.8,0,23,4.5,100.17
38979 ,25.9,0.01641,0,0,70.1,0,45,4.9,100.17
38979 ,25.8,0.01587,0,0,72.5,0,45,5.1,100.17
38979 ,25.8,0.01565,0,0,73.5,0,45,4.4,100.18
38979 ,25.5,0.01558,0,0,73.5,0,45,5.4,100.19
38979 ,25.7,0.01512,2.4,10.9,75.8,0,45,3.7,100.23
38979 ,26.6,0.01483,338.4,65.1,78.1,0,23,4.4,100.26
38979 ,27.9,0.01407,627.2,92.1,83.2,0,45,4.1,100.26
38979 ,28.3,0.01341,344.4,218.6,43.9,8,45,4.2,100.28
38979 ,29,0.01372,70.9,261.3,86.3,0,45,3.9,100.29
38979 ,30.8,0.01295,249.1,344.8,92.5,0,45,7,100.25
38980 ,30.6,0.01394,180.3,362.4,38.4,9,45,4.2,100.26
38980 ,29.8,0.01358,239,352.5,88,0,45,5.8,100.21
38980 ,29.1,0.0146,48.9,250.5,81.9,0,23,6.1,100.2
38980 ,29.2,0.01389,19.3,157.8,32.5,10,45,5.6,100.22
38980 ,28.2,0.01433,6,77.9,82.3,0,45,5.7,100.26
38980 ,27.7,0.01366,5.5,40.3,85.1,0,45,4.5,100.31
38980 ,27.2,0.01232,0,2.8,34.8,10,45,6.8,100.36
38980 ,26.1,0.01218,0,0,90.8,0,45,6,100.38
38980 ,25.8,0.01282,0,0,87.1,0,45,6.5,100.4
38980 ,25.6,0.0133,0,0,32.1,10,45,5.2,100.42
38980 ,25,0.01446,0,0,78.1,0,45,5.2,100.46
38980 ,24.8,0.01307,0,0,84.7,0,45,3,100.45
38980 ,24.7,0.01118,0,0,94.4,0,45,3.8,100.5
38980 ,23.9,0.01121,0,0,93.2,0,45,3.2,100.54
38980 ,22.9,0.01144,0,0,90.8,0,68,3.9,100.57
38980 ,23.2,0.01146,0,0,91,0,113,2.9,100.61
38980 ,22.4,0.01143,0,0,90.1,0,135,4.5,100.66
38980 ,22.4,0.01142,0,0,90.1,0,158,3.3,100.7
38980 ,22.3,0.01083,2.6,10.9,93.1,0,158,3.3,100.77
38980 ,22.8,0.01045,41.3,56,95.8,0,158,2.8,100.82
38980 ,24.5,0.01041,257.3,149.5,98.2,0,158,3.9,100.86
38980 ,26.2,0.00894,760.8,106.9,109.3,0,158,6.6,100.86
38980 ,27,0.00915,810,130.9,109.2,0,180,5.3,100.83
38980 ,28.4,0.00971,797.3,167.2,107.8,0,135,4.2,100.77
38981 ,27.9,0.00871,762.3,196.6,113.4,0,-135,3.4,100.75
38981 ,29.4,0.00978,724.1,204.8,108.8,0,-158,4.5,100.73
38981 ,28.7,0.00913,679.8,191.8,111.9,0,158,2.7,100.71
38981 ,29.4,0.00899,570,178.7,71.5,6,-158,1.4,100.71
38981 ,27.6,0.0128,70,150.3,89.1,0,-45,4.5,100.75
38981 ,26.5,0.01198,95.1,83,92.1,0,-45,4,100.83
38981 ,26.3,0.01139,1.3,13.7,89.2,1,-45,3.3,100.87
38981 ,25.3,0.01113,0,0,95.2,0,-68,4.3,100.94
38981 ,25.2,0.01126,0,0,94.3,0,-90,3.3,101
38981 ,24.9,0.01106,0,0,89.1,1,-68,2.2,101.02
38981 ,24.7,0.01132,0,0,93.3,0,-90,3.5,101.04
38981 ,24.3,0.01162,0,0,91.2,0,-135,3,101.05
38981 ,23.8,0.01165,0,0,90.4,0,180,2.9,101.07
38981 ,23.4,0.01155,0,0,90.5,0,180,3.1,101.04
38981 ,22.9,0.01227,0,0,86.1,0,180,2.9,101.05
38981 ,22.8,0.01202,0,0,71.1,3,180,3.3,101.03
38981 ,22.8,0.01149,0,0,90.1,0,180,3.1,101.01
38981 ,22.1,0.01151,0,0,89.1,0,180,4.1,101.01
38981 ,21.6,0.01116,1.2,8.2,45.5,8,180,3.4,101.04
38981 ,22.4,0.01103,77.8,63.1,92,0,180,2.9,101.11
38981 ,23,0.01037,177.9,150.4,96.3,0,158,2.7,101.13
38981 ,24.8,0.01018,638,144.8,93.6,1,180,3.9,101.13
38981 ,26.1,0.01015,657.6,189.6,101.7,0,-90,2.7,101.11
38981 ,26.9,0.00953,658.3,226.1,106.6,0,-135,2.7,101.08
38982 ,27.2,0.01017,489.2,305.9,84,3,-135,2,100.99
38982 ,27.2,0.01086,313,340.1,99.2,0,-113,2.3,100.96
38982 ,27.5,0.0113,31.8,221.6,97.1,0,-68,4.1,100.9
38982 ,26.8,0.01196,5.7,107.7,52.4,7,-90,4.7,100.91
38982 ,26.9,0.01203,16.9,103.9,92.3,0,-68,3.6,100.93
38982 ,25.9,0.01132,45.3,70.1,94.9,0,-90,4.8,101
38982 ,25,0.01132,0.3,8.3,35.6,10,-90,5.3,101.04
38982 ,24.3,0.01104,0,0,94.3,0,-113,3.5,101.11
38982 ,23.6,0.01075,0,0,95,0,-90,3.5,101.18
38982 ,23,0.0109,0,0,64.4,5,-90,2.3,101.21
38982 ,22.6,0.01028,0,0,96.2,0,-113,4.4,101.21
38982 ,22.3,0.00975,0,0,98.8,0,-113,2.7,101.2
38982 ,22.2,0.00952,0,0,100,0,-113,3.9,101.19
38982 ,22.3,0.00993,0,0,97.9,0,-135,2.6,101.16
38982 ,21.9,0.01035,0,0,95,0,-158,1.6,101.17
38982 ,21.4,0.01068,0,0,69.6,4,-158,2,101.16
38982 ,21.5,0.01107,0,0,90.6,0,-135,3.1,101.19
38982 ,21.2,0.01102,0,0,90.4,0,-135,2.7,101.23
38982 ,21.3,0.01109,0.4,5.5,34.3,10,-135,3,101.27
38982 ,21.6,0.01096,18.2,43.8,91.2,0,-158,2.9,101.33
38982 ,22,0.0104,43.4,119.4,94.8,0,-158,2.5,101.35
38982 ,23.3,0.01126,203.6,228,46.2,8,-135,3.8,101.39
38982 ,23.7,0.01042,192.7,294.3,96.8,0,-135,4.7,101.39
38982 ,24,0.011,9.2,170.6,94,0,-135,3.8,101.36
38983 ,23.7,0.01155,4.8,146.1,34.5,10,-113,5.1,101.32
38983 ,24.4,0.01108,41,264.8,94.1,0,-90,3.5,101.28
38983 ,24.7,0.01129,46.2,242,93.3,0,-113,5.1,101.24
38983 ,24.8,0.01116,35.7,181.8,35.8,10,-90,4.5,101.23
38983 ,24,0.01139,1.4,46.7,91.9,0,-113,4,101.24
38983 ,23.7,0.01137,2.6,30,91.7,0,-113,4.6,101.28
38983 ,23.1,0.01113,0,2.8,35,10,-68,6,101.3
38983 ,22.6,0.01079,0,0,93.4,0,-113,5.7,101.38
38983 ,22.3,0.01075,0,0,93.1,0,-113,5,101.42
38983 ,22.1,0.01028,0,0,36.3,10,-90,2.7,101.43
38983 ,21.9,0.01016,0,0,95.9,0,-113,4.1,101.44
38983 ,21.6,0.00964,0,0,98.4,0,-135,4.7,101.42
38983 ,21.3,0.00867,0,0,103.7,0,-158,4.7,101.39
38983 ,20.9,0.00892,0,0,101.6,0,-135,5,101.4
38983 ,20.8,0.00902,0,0,100.9,0,-158,5.2,101.38
38983 ,20.9,0.00892,0,0,38.6,10,-158,4.2,101.39
38983 ,20.6,0.0086,0,0,103.1,0,-158,4.3,101.43
38983 ,20.4,0.0088,0,0,101.7,0,-158,4.8,101.44
38983 ,20.2,0.00913,0.4,5.5,37.8,10,-158,5.6,101.46
38983 ,20.3,0.00888,6.7,32.1,101,0,-158,5.2,101.51
38983 ,21.5,0.00893,544.5,105.7,102.4,0,180,6.1,101.48
38983 ,22.2,0.00882,627.7,146,78.2,4,-158,7.1,101.47
38983 ,23.1,0.00879,223.6,293.1,105.5,0,-158,7.2,101.43
38983 ,23,0.00838,252.2,337.6,107.8,0,-158,5.4,101.42
38984 ,23.2,0.00903,246.5,356.1,39.6,10,-158,7.1,101.37
38984 ,23.9,0.00924,173.2,341.6,103.9,0,-113,7.3,101.31
38984 ,23.8,0.00789,86.1,275,112.3,0,-113,7,101.25
38984 ,23.4,0.00788,227,239.8,63.2,7,-113,8.6,101.25
38984 ,23.2,0.00833,252.6,161.4,108.6,0,-113,7.5,101.18
38984 ,21.9,0.00885,117.3,79.6,103.6,0,-113,5.2,101.16
38984 ,21.3,0.00789,0.4,8.3,95.1,2,-113,6.7,101.17
38984 ,20.8,0.00827,0,0,105.5,0,-135,6.1,101.14
38984 ,20.3,0.00847,0,0,103.6,0,-158,6.2,101.14
38984 ,19.7,0.00844,0,0,96.5,1,-158,5.7,101.15
38984 ,19.3,0.00851,0,0,101.9,0,-158,6.1,101.18
38984 ,19.1,0.00855,0,0,101.4,0,-158,5.6,101.13
38984 ,18.5,0.00824,0,0,102.5,0,180,6.6,101.07
38984 ,18.1,0.00803,0,0,103.1,0,180,6,101.03
38984 ,18,0.00772,0,0,104.9,0,180,6.1,101.01
38984 ,17.4,0.00781,0,0,103.5,0,180,7.2,101
38984 ,17.4,0.00769,0,0,104.2,0,180,6.7,100.95
38984 ,17.1,0.00779,0,0,103.2,0,180,6,100.96
38984 ,16.9,0.0078,1.6,8.2,96.4,1,180,4.7,101
38984 ,17.8,0.00775,321.9,61.4,104.4,0,180,7.4,100.99
38984 ,19.3,0.00768,679.7,78.2,107,0,180,6,100.98
38984 ,20.9,0.00755,794.8,94.6,110.2,0,158,5.6,100.97
38984 ,22.2,0.00768,820.2,123.5,111.3,0,180,5.6,100.94
38984 ,23.2,0.00781,811.6,156.6,112,0,-158,4.6,100.91
38985 ,23.7,0.00732,804.1,172.2,94.5,3,180,5.3,100.84
38985 ,25.1,0.00717,705.3,206.9,119.4,0,180,4.1,100.75
38985 ,25,0.00653,636.4,201.6,123.8,0,-158,5.1,100.68
38985 ,24.9,0.00689,604,161.8,61,8,-135,4.2,100.7
38985 ,25,0.00712,607.8,102.5,119.5,0,-135,4.3,100.74
38985 ,23.5,0.0087,182.7,79.9,106.9,0,-113,6.4,100.8
38985 ,22.4,0.00864,1.1,11,53.3,8,-90,6.1,100.92
38985 ,21.2,0.00913,0,0,101,0,-90,5.9,101
38985 ,21,0.00964,0,0,97.8,0,-90,4.4,101.1
38985 ,20.9,0.00957,0,0,37.2,10,-113,3.3,101.12
38985 ,20.9,0.00957,0,0,98,0,-113,1.9,101.18
38985 ,20.7,0.00929,0,0,99.3,0,-113,4,101.18
38985 ,20.9,0.00941,0,0,98.9,0,-90,2.3,101.21
38985 ,20.5,0.00933,0,0,98.8,0,-113,2.9,101.2
38985 ,19.9,0.00957,0,0,96.7,0,-158,3.6,101.23
38985 ,19.6,0.00954,0,0,36.7,10,-158,3.3,101.23
38985 ,19.5,0.00947,0,0,96.7,0,-158,3.3,101.25
38985 ,19.6,0.00939,0,0,97.3,0,-158,3.4,101.26
38985 ,19.2,0.00915,0.1,2.8,37.3,10,-158,3.5,101.31
38985 ,19.5,0.00889,58.6,56.3,99.9,0,180,3.6,101.36
38985 ,20.8,0.00872,318,138.6,102.7,0,180,3.4,101.36
38985 ,22,0.00906,706.5,120.5,77,4,-158,3.9,101.35
38985 ,22.9,0.00869,490.5,240.2,105.8,0,180,6,101.32
38985 ,23.6,0.00797,646.1,225.7,111.4,0,180,5,101.3
38986 ,23.6,0.00816,201.6,352.4,41.9,10,-135,4.2,101.25
38986 ,24.1,0.00823,85,306.2,110.6,0,-135,3.8,101.18
38986 ,23.8,0.00808,249.3,297.7,111.1,0,-135,6.7,101.18
38986 ,23.4,0.00825,329.6,224.9,41.6,10,-113,6,101.21
38986 ,22.7,0.00842,182.9,159,107.3,0,-113,6.2,101.24
38986 ,21.8,0.00829,73.8,70.5,106.7,0,-113,8.1,101.28
38986 ,21.1,0.00825,0.6,8.3,40.3,10,-113,6.3,101.3
38986 ,20.8,0.00856,0,0,103.6,0,-135,6,101.35
38986 ,20.9,0.00861,0,0,103.5,0,-113,7,101.4
38986 ,20.4,0.00834,0,0,39.7,10,-158,4.9,101.44
38986 ,19.9,0.00867,0,0,101.7,0,180,5,101.41
38986 ,19.8,0.00891,0,0,100.2,0,180,4,101.42
38986 ,19.8,0.00905,0,0,99.3,0,180,6.7,101.42
38986 ,19.5,0.00903,0,0,99.1,0,180,4,101.43
38986 ,19,0.00875,0,0,100,0,180,7.4,101.39
38986 ,18.6,0.00867,0,0,38,10,180,6.4,101.32
38986 ,18.7,0.00859,0,0,100.6,0,180,5.6,101.32
38986 ,18.8,0.00851,0,0,101.2,0,180,7,101.32
38986 ,19,0.00861,2,8.2,38.3,10,180,5.4,101.36
38986 ,19.2,0.00872,21.8,43.4,100.5,0,180,6.2,101.37
38986 ,20.1,0.00908,96.5,136.2,99.6,0,180,6.2,101.39
38986 ,20.9,0.00955,49.5,181.3,37.2,10,180,7.3,101.37
38986 ,21.6,0.00981,9.9,148.9,97.5,0,180,5.9,101.35
38986 ,22.4,0.00911,5.9,145.5,102.6,0,-158,7.6,101.33
38987 ,21.9,0.01018,1.9,106.8,36.4,10,-158,6.8,101.24
38987 ,20.6,0.01078,0.7,74.5,91,0,-158,5.5,101.19
38987 ,19.5,0.01165,0.2,44.3,85.3,0,-158,6.2,101.15
38987 ,19.1,0.01178,0.8,55.1,32,10,180,5.4,101.1
38987 ,18.7,0.01176,0.2,24.9,83.8,0,-158,5,101.09
38987 ,18.9,0.01206,0.2,11.1,82.6,0,-158,7.1,101.06
38987 ,18.4,0.01168,0,0,31.9,10,-158,7.5,101.03
38987 ,17.8,0.01125,0,0,85.4,0,180,8.1,100.98
38987 ,17.5,0.01103,0,0,86.1,0,180,6.8,100.98
38987 ,17,0.0108,0,0,32.9,10,158,4.4,101.01
38987 ,17.1,0.01088,0,0,86.4,0,158,4.9,100.92
38987 ,16.9,0.01051,0,0,88.1,0,158,9.7,100.83
38987 ,16.6,0.01043,0,0,88.1,0,158,5.5,100.77
38987 ,17.1,0.01066,0,0,87.6,0,158,6.7,100.71
38987 ,17.4,0.01088,0,0,86.9,0,158,4.7,100.6
38987 ,17.6,0.01102,0,0,32.9,10,135,3.7,100.62
38987 ,17.9,0.01098,0,0,87.1,0,158,4.5,100.51
38987 ,18.2,0.01106,0,0,87,0,135,3.8,100.48
38987 ,18.6,0.01121,0.1,2.8,33,10,158,4.6,100.51
38987 ,19.4,0.01151,321.6,58.6,86.2,0,158,4.3,100.49
38987 ,19.8,0.0115,72.9,128.5,86.7,0,158,5.5,100.51
38987 ,20.1,0.01188,29.9,158.8,32.4,10,158,4.7,100.45
38987 ,20,0.01241,6.3,129.1,82.5,0,158,5,100.41
38987 ,20.1,0.01296,0.4,58.1,80.1,0,158,5.3,100.31
38988 ,19.8,0.01289,0,11.1,30.5,10,158,4.3,100.15
38988 ,19.8,0.01291,0,19.4,80.2,0,-158,7.3,99.94
38988 ,20.5,0.01333,2.7,100.9,78.9,0,135,4.7,100.01
38988 ,21.1,0.01303,14,133.8,30.8,10,158,3.6,100.01
38988 ,22.1,0.01335,41.8,122.3,80.6,0,158,4.8,100.07
38988 ,22.2,0.01325,9.8,39.7,81.1,0,180,1.3,100.11
38988 ,21.1,0.01301,0.8,8.3,76,1,45,1.4,100.18
38988 ,21.1,0.01316,0,0,80.2,0,45,1.8,100.25
38988 ,21.3,0.01316,0,0,80.4,0,45,3.1,100.3
38988 ,21.6,0.0129,0,0,82,0,45,2.8,100.37
38988 ,22,0.01305,0,0,81.7,0,45,2.8,100.39
38988 ,21.7,0.01314,0,0,80.9,0,45,3.1,100.4
38988 ,20.7,0.01313,0,0,79.8,0,68,2.5,100.39
38988 ,20.3,0.01296,0,0,80.2,0,68,1.8,100.41
38988 ,20.2,0.01272,0,0,81.2,0,180,0.9,100.47
38988 ,19.5,0.01245,0,0,61.4,4,68,0.5,100.49
38988 ,19,0.0122,0,0,82.3,0,158,1.4,100.52
38988 ,19.6,0.01135,0,0,87.2,0,180,1.3,100.56
38988 ,19.8,0.01105,0.8,5.5,89,0,-158,2.3,100.61
38988 ,20.7,0.01106,210.2,61.7,90,0,-158,2.2,100.65
38988 ,21.9,0.01107,675.5,76.6,91.4,0,180,2.1,100.73
38988 ,23.6,0.01005,746.4,105.8,99.1,0,180,3.5,100.79
38988 ,25.1,0.0104,763.4,142.4,99.1,0,180,3.5,100.77
38988 ,26,0.0097,742.5,182.2,104.5,0,180,4.3,100.73
38989 ,27.4,0.00962,696.7,214.5,80.4,4,180,2.7,100.69
38989 ,28,0.00973,711,198.3,107.1,0,-158,3,100.66
38989 ,28,0.00925,634.3,195.5,110.1,0,-158,3.8,100.64
38989 ,27.9,0.00968,140.3,224.4,40.8,10,-90,3.6,100.65
38989 ,27.1,0.01082,24,104.5,99.4,0,-90,4.9,100.73
38989 ,26.3,0.01074,4.2,29.7,98.7,0,-90,5.5,100.81
38989 ,25.2,0.01107,0,2.8,36.3,10,-90,4.5,100.89
38989 ,24.2,0.0106,0,0,96.7,0,-68,5,100.99
38989 ,24.1,0.00938,0,0,103.5,0,-90,4.4,101.08
38989 ,23.6,0.00928,0,0,39.3,10,-90,3.3,101.13
38989 ,23.2,0.00995,0,0,98.9,0,-113,2.6,101.14
38989 ,22.3,0.0113,0,0,90.4,0,-158,3,101.14
38989 ,22.3,0.01147,0,0,89.5,0,-135,3.1,101.12
38989 ,21.9,0.01186,0,0,87,0,-158,3.2,101.13
38989 ,21.8,0.01212,0,0,85.6,0,180,4.1,101.13
38989 ,21.7,0.01188,0,0,32.9,10,180,2.8,101.14
38989 ,21.3,0.01174,0,0,86.9,0,158,3.7,101.2
38989 ,21,0.01136,0,0,88.4,0,180,3.3,101.22
38989 ,20.8,0.01059,0.1,2.8,35,10,158,4.5,101.31
38989 ,21.1,0.0111,8.9,31.9,89.9,0,180,3.5,101.33
38989 ,21.6,0.01129,22.1,94.7,89.5,0,-158,3.4,101.35
38989 ,21.9,0.011,5.8,96.9,34.7,10,-135,3.8,101.37
38989 ,22.8,0.01057,142.1,277.2,94.8,0,-158,4.8,101.36
38989 ,22.9,0.01064,163.7,323.9,94.6,0,180,3.5,101.34
38990 ,23.1,0.01077,27.4,236.8,35.8,10,-158,3.3,101.29
38990 ,23.3,0.01091,3.2,119.8,93.7,0,180,4,101.25
38990 ,23.6,0.01075,5.4,124.1,95,0,-135,3.8,101.24
38990 ,23.8,0.01088,98.6,212.1,35.9,10,-158,4.9,101.23
38990 ,23.7,0.01044,273.2,147.2,96.8,0,-158,4,101.24
38990 ,23.5,0.01031,59.7,60.9,97.2,0,-113,4.8,101.27
38990 ,22.7,0.01086,0.3,5.5,35.4,10,-113,3,101.32
38990 ,22.6,0.01149,0,0,89.6,0,-90,3.4,101.37
38990 ,22.5,0.01176,0,0,88.1,0,-113,4.4,101.4
38990 ,22.1,0.01181,0,0,33.2,10,-135,4.3,101.35
38990 ,22,0.01207,0,0,85.9,0,-158,3.8,101.39
38990 ,21.6,0.01178,0,0,86.9,0,-158,3.4,101.35
38990 ,21.7,0.01169,0,0,87.5,0,180,2.4,101.32
38990 ,21.5,0.01057,0,0,93.2,0,180,3.5,101.32
38990 ,21.2,0.01037,0,0,93.9,0,180,4.1,101.31
38990 ,20.8,0.01028,0,0,35.7,10,180,2,101.27
38990 ,20.4,0.01033,0,0,93.1,0,158,2.6,101.26
38990 ,20.7,0.01006,0,0,95,0,180,2.8,101.27
38990 ,20.1,0.00998,0,0,35.9,10,90,2.1,101.32
38990 ,20.8,0.01011,11.9,34.2,94.8,0,158,2.7,101.37
38990 ,21.2,0.01053,24.5,96.7,93,0,-158,2.6,101.37
38990 ,22,0.01072,53.4,179.9,35.3,10,180,1.1,101.43
38990 ,22.5,0.00985,45.3,222.7,98.4,0,180,3.1,101.41
38990 ,23.3,0.01035,59.1,272.4,96.7,0,-135,0.7,101.39
38991 ,24,0.00987,69.4,295.9,38.2,10,-158,0.8,101.33
38991 ,25.1,0.00995,211.7,329,101.4,0,-113,0.9,101.26
38991 ,25.2,0.01001,353.5,272,101.2,0,-90,2,101.21
38991 ,25.1,0.01056,257.9,222.3,43.3,9,-45,1.6,101.2
38991 ,24.5,0.00999,59.5,127.3,100.4,0,-45,1.3,101.23
38991 ,24,0.01082,34.2,52,95,0,-68,1.7,101.26
38991 ,23.9,0.01037,1.3,8.2,49.1,8,0,1.9,101.32
38991 ,22.8,0.01304,0,0,81.9,0,-45,3.2,101.42
38991 ,22.5,0.01262,0,0,83.7,0,-68,4.1,101.45
38991 ,22.3,0.01143,0,0,34,10,-90,3.7,101.48
38991 ,21.9,0.01198,0,0,86.1,0,-90,2.6,101.51
38991 ,21.6,0.01193,0,0,86.1,0,-90,2.6,101.51
38991 ,21.4,0.01178,0,0,86.6,0,-68,3.5,101.5
38991 ,21,0.01196,0,0,85.2,0,-90,2.4,101.51
38991 ,20.7,0.01189,0,0,85.2,0,-90,3.2,101.52
38991 ,20.4,0.01198,0,0,42.6,8,-135,2.9,101.52
38991 ,20.3,0.01205,0,0,83.9,0,-113,2.6,101.54
38991 ,20.3,0.0122,0,0,83.2,0,-135,2.3,101.58
