地点,東京,緯度,35,経度,139,海抜,6.1,,
日時,乾球温度[C],絶対湿度[kg/kg(DA)],法線面直達日射量[W/m2],水平面天空日射量[W/m2],夜間放射量[W/m2],雲量(10分比),風向(degree),風速[m/s],大気圧[atm]
38718 ,2.9,0.0017,0,0,125,0,90,1.9,102.34
38718 ,2.8,0.00164,0,0,125.5,0,158,2.7,102.29
38718 ,2.6,0.00162,0,0,47.6,10,-158,2.6,102.28
38718 ,2,0.00168,0,0,123.6,0,180,3.7,102.25
38718 ,1.2,0.00179,0,0,121,0,158,2.4,102.24
38718 ,1.1,0.00186,0,0,68,7,158,3.3,102.25
38718 ,1.3,0.00184,0,0,120.7,0,158,1.1,102.23
38718 ,1.6,0.0018,38,29.5,121.6,0,158,1.9,102.23
38718 ,2,0.0019,29.9,75.4,46.1,10,180,3,102.21
38718 ,2.4,0.00177,43.3,127.2,123.3,0,158,1.3,102.18
38718 ,3.4,0.00186,50.1,164.5,124.3,0,158,1.7,102.09
38719 ,3.8,0.00191,12.7,123.9,47.3,10,158,4,101.97
38719 ,4.4,0.00195,5.6,94.3,125.2,0,-158,2.6,101.85
38719 ,4.4,0.0019,2.4,62.8,125.7,0,180,2.5,101.84
38719 ,5.2,0.00212,7.4,66.9,47.5,10,180,3.5,101.81
38719 ,5.2,0.00212,3.5,29.8,125,0,180,3.1,101.8
38719 ,5.2,0.00223,0.4,8.3,123.9,0,-158,1.5,101.71
38719 ,5.3,0.00224,0,0,47.1,10,135,3.3,101.79
38719 ,5.2,0.00217,0,0,124.5,0,158,3.3,101.76
38719 ,5.1,0.00216,0,0,124.4,0,135,2.8,101.71
38719 ,5.2,0.00217,0,0,47.3,10,158,1.8,101.63
38719 ,5.1,0.00243,0,0,121.9,0,113,1.4,101.64
38719 ,4.9,0.00282,0,0,118.1,0,158,3.5,101.58
38719 ,4.8,0.00265,0,0,119.4,0,158,2.8,101.43
38719 ,4.1,0.00278,0,0,117.2,0,158,2.8,101.41
38719 ,4.2,0.00244,0,0,120.3,0,158,1,101.29
38719 ,4,0.00256,0,0,45.2,10,158,2,101.16
38719 ,4.1,0.00243,0,0,120.3,0,158,3.1,101.07
38719 ,4,0.00241,0,0,120.2,0,135,3.1,100.96
38719 ,4.1,0.00243,0,0,45.7,10,158,1.1,100.87
38719 ,3.9,0.0026,0,0,118.4,0,180,1.1,100.79
38719 ,4.2,0.00245,1.4,11,120.3,0,-158,2.6,100.75
38719 ,3.8,0.00249,7.6,50.8,45.3,10,135,4,100.77
38719 ,4.1,0.00259,0.5,33.1,118.9,0,135,0.4,100.79
38719 ,4.4,0.0027,1.3,54.9,118.5,0,0,0.3,100.66
38720 ,5.4,0.00301,0.8,52.3,44.7,10,158,3.9,100.51
38720 ,3.5,0.00367,0.2,30.5,109.5,0,158,1.9,100.41
38720 ,3.7,0.00398,0.5,38.6,107.6,0,158,0.9,100.33
38720 ,4.2,0.00417,0.8,33.1,40.7,10,0,0.2,100.25
38720 ,5,0.00458,8.6,39.9,105.6,0,68,1.9,100.21
38720 ,4.4,0.00439,0.8,11,105.9,0,135,1.5,100.23
38720 ,4.6,0.00445,0,0,40.2,10,158,1.7,100.27
38720 ,4.8,0.00425,0,0,107.5,0,180,2.2,100.25
38720 ,3.3,0.00416,0,0,105.8,0,113,1,100.27
38720 ,3.2,0.00418,0,0,92.4,2,158,2,100.29
38720 ,4.4,0.00402,0,0,108.4,0,158,3.4,100.27
38720 ,2.7,0.00366,0,0,108.3,0,158,3.4,100.24
38720 ,2.9,0.00348,0,0,110,0,158,1.8,100.14
38720 ,1.7,0.0035,0,0,108,0,135,3.2,100.13
38720 ,2.8,0.00336,0,0,110.7,0,135,2.6,100.06
38720 ,1.1,0.00331,0,0,101.7,1,90,2.2,100.03
38720 ,0.3,0.00324,0,0,107.6,0,68,2,99.96
38720 ,0.6,0.00323,0,0,108.2,0,158,1.9,99.95
38720 ,0.4,0.00322,0,0,101.2,1,158,2.1,100.04
38720 ,0.3,0.00316,0,0,108.2,0,-90,1.6,99.97
38720 ,0.5,0.00321,11.5,21.1,108.2,0,45,1.4,100.01
38720 ,4.7,0.00315,485.7,81.6,108.3,1,68,1.6,100.04
38720 ,6.4,0.00288,687.6,89.6,120.5,0,180,0.4,99.97
38720 ,7.9,0.0032,789.2,92,120.5,0,45,1.8,99.89
38721 ,7.6,0.00274,113.3,212.1,70.1,7,135,3.2,99.82
38721 ,7.3,0.00256,23.7,146,125,0,135,6,99.91
38721 ,6.8,0.00241,48.1,152.9,125.5,0,135,4.4,100.02
38721 ,6.5,0.00193,376.1,128.3,121.5,1,158,7,100.07
38721 ,5.9,0.00203,528.7,57.3,127.5,0,158,4.8,100.12
38721 ,5.6,0.00215,6.4,21.4,125.7,0,180,2.1,100.17
38721 ,4.4,0.00203,0,0,124.7,0,158,5,100.25
38721 ,4,0.00213,0,0,123.1,0,180,3.1,100.26
38721 ,3.9,0.00221,0,0,122.1,0,158,2.9,100.36
38721 ,3.3,0.00231,0,0,120.1,0,180,2.4,100.41
38721 ,2.9,0.00239,0,0,118.7,0,158,4.1,100.39
38721 ,2.7,0.0024,0,0,118.2,0,158,2.1,100.39
38721 ,2,0.00255,0,0,115.8,0,135,1.5,100.46
38721 ,2.1,0.00243,0,0,116.9,0,180,4.8,100.44
38721 ,1.8,0.00238,0,0,116.9,0,180,4.2,100.5
38721 ,1.2,0.00236,0,0,116,0,158,1.7,100.56
38721 ,1.9,0.00226,0,0,118.1,0,158,1.5,100.64
38721 ,1.7,0.00206,0,0,119.6,0,158,3.4,100.7
38721 ,2.4,0.00189,0,0,46.5,10,158,1.9,100.76
38721 ,2.2,0.00186,0,0,122.3,0,158,3.2,100.82
38721 ,2.4,0.00198,11.5,21.1,121.5,0,135,3.5,100.9
38721 ,2.8,0.00189,7.6,50.8,46.8,10,158,2.8,100.91
38721 ,3.5,0.0018,25.9,111.9,125.3,0,180,1.8,100.85
38721 ,5.1,0.00179,284.3,199.7,128.3,0,90,3,100.81
38722 ,5.8,0.00177,327.6,214.7,49.3,10,158,1.4,100.74
38722 ,6,0.00174,202.9,219,130.6,0,180,1.9,100.65
38722 ,6.1,0.00169,45.2,151.4,131.3,0,158,2.7,100.67
38722 ,6.2,0.00188,28.4,101,49.2,10,68,1.8,100.7
38722 ,6.3,0.00171,41.5,63.5,131.4,0,180,1.9,100.78
38722 ,6,0.00162,0.3,8.3,131.9,0,158,3.5,100.77
38722 ,5.6,0.00169,0,0,49.5,10,-158,3.2,100.78
38722 ,5.1,0.00163,0,0,130.1,0,-158,3.1,100.79
38722 ,5,0.00167,0,0,129.4,0,180,3.2,100.83
38722 ,4.4,0.00171,0,0,48.6,10,180,3.4,100.77
38722 ,4.1,0.00167,0,0,127.8,0,135,3,100.78
38722 ,3.8,0.00179,0,0,126,0,158,2.6,100.83
38722 ,3.8,0.00179,0,0,126,0,158,4.6,100.79
38722 ,3.7,0.00182,0,0,125.4,0,158,4.1,100.8
38722 ,3.7,0.00182,0,0,125.4,0,158,2.8,100.81
38722 ,3.8,0.00184,0,0,47.7,10,158,3.5,100.82
38722 ,3.4,0.00183,0,0,124.8,0,158,5.2,100.87
38722 ,3.3,0.00192,0,0,123.8,0,158,4,100.85
38722 ,2.8,0.00199,0,0,46.4,10,-158,2.8,100.91
38722 ,2.4,0.00202,0,0,121.1,0,180,2.6,100.93
38722 ,2.7,0.00193,1.4,11,122.6,0,180,3.4,100.93
38722 ,3.3,0.00182,3,38.1,47.4,10,180,4,100.94
38722 ,3.6,0.00171,1.2,43.9,126.4,0,158,3.1,100.98
38722 ,3.5,0.00175,1.9,63,125.8,0,158,2,100.93
38723 ,3.8,0.00169,8.8,112,48.3,10,180,4.9,100.83
38723 ,5.1,0.00169,221.9,219.8,129.5,0,-158,4.6,100.71
38723 ,5.9,0.00155,581.1,135.8,132.5,0,180,5.3,100.7
38723 ,6.5,0.00126,701.8,76.7,86.2,6,158,6.2,100.7
38723 ,5.9,0.00126,629.1,50.1,136,0,158,9.4,100.79
38723 ,4.8,0.00133,8,24,133,0,158,4.3,100.91
38723 ,4,0.0013,0,0,107.3,3,180,5.5,101.05
38723 ,2.9,0.00148,0,0,127.6,0,158,6.3,101.16
38723 ,2.7,0.00146,0,0,127.4,0,158,5.2,101.24
38723 ,2.3,0.00155,0,0,117.9,1,158,6.5,101.23
38723 ,2,0.00161,0,0,124.5,0,158,4.7,101.2
38723 ,1.8,0.0015,0,0,125.4,0,158,3.7,101.22
38723 ,1.6,0.00165,0,0,123.4,0,135,4.3,101.27
38723 ,1.2,0.00152,0,0,124.1,0,180,3.6,101.26
38723 ,1.2,0.00144,0,0,125,0,158,4,101.28
38723 ,0.8,0.00144,0,0,70.3,7,180,4.4,101.28
38723 ,0.6,0.00142,0,0,124.1,0,158,5.5,101.24
38723 ,0.6,0.00134,0,0,125,0,158,5.1,101.24
38723 ,0.8,0.00128,0,0,47.9,10,180,4,101.31
38723 ,0.8,0.00131,0,0,125.6,0,-135,2.9,101.38
38723 ,0.8,0.00135,22.5,25.5,125.2,0,-135,2.5,101.41
38723 ,0.7,0.00142,47,84.7,47.2,10,-135,2.6,101.46
38723 ,1.7,0.00144,50.1,132.7,125.8,0,180,2.2,101.39
38723 ,2.4,0.00121,91.4,188.3,129.9,0,158,4.2,101.18
38724 ,3.4,0.0013,135.7,219.1,49.7,10,180,3.4,101.12
38724 ,3.2,0.00138,63.4,188.9,129.4,0,158,2.7,101.06
38724 ,3.8,0.00144,19.1,121.7,129.8,0,-158,2.9,100.97
38724 ,3.3,0.00148,18.2,90.7,48.8,10,-113,3.4,100.89
38724 ,3.6,0.00151,23.3,56.1,128.6,0,-90,0.8,101.01
38724 ,3.9,0.00145,0.1,5.5,129.9,0,180,2,100.99
38724 ,3.6,0.00147,0,0,49.1,10,-158,2.7,100.89
38724 ,2.7,0.00165,0,0,125.4,0,-113,4.1,100.8
38724 ,2.4,0.00153,0,0,126.2,0,-68,2.6,100.88
38724 ,2.6,0.00159,0,0,47.8,10,135,1.3,100.89
38724 ,2.4,0.00162,0,0,125.2,0,180,3.6,100.86
38724 ,2.3,0.00165,0,0,124.7,0,-158,2.3,100.84
38724 ,2,0.00175,0,0,123.1,0,-158,3.4,100.75
38724 ,1.4,0.00168,0,0,122.8,0,-135,3.7,100.68
38724 ,1.3,0.00196,0,0,119.9,0,-158,2.9,100.65
38724 ,1.1,0.00213,0,0,103.2,2,180,1,100.62
38724 ,0.8,0.00181,0,0,120.4,0,180,3,100.56
38724 ,0.9,0.00174,0,0,121.3,0,180,2.2,100.61
38724 ,0.2,0.00192,0,0,96.3,3,180,2.7,100.64
38724 ,0,0.00193,0,0,117.8,0,158,3.4,100.69
38724 ,0,0.00197,61.4,32.7,117.5,0,158,3.1,100.79
38724 ,0.6,0.00186,537.2,75.5,104.7,2,158,4.3,100.85
38724 ,1.7,0.00175,687.7,90.4,122.6,0,180,4.2,100.85
38724 ,3.5,0.0017,776.8,94.6,126.4,0,180,5.8,100.77
38725 ,4.6,0.00158,828.5,94.6,129.8,0,158,3.8,100.68
38725 ,5.7,0.00159,836.3,91.9,131.7,0,158,3.5,100.63
38725 ,5.7,0.00142,832.4,82.1,133.7,0,158,4.6,100.61
38725 ,6.4,0.00131,716.9,76.1,127.9,1,180,6.4,100.63
38725 ,6.2,0.00129,527.8,60.5,136.2,0,158,8.6,100.69
38725 ,5.1,0.0013,3.3,19,133.9,0,158,7.9,100.81
38725 ,4.4,0.00134,0,0,132.1,0,158,4.1,100.92
38725 ,3.6,0.00146,0,0,129.1,0,180,5.3,101.02
38725 ,2.8,0.00143,0,0,128,0,135,4.2,101.09
38725 ,2.9,0.00139,0,0,128.6,0,158,6.7,101.12
38725 ,2.6,0.00141,0,0,127.9,0,158,6.6,101.14
38725 ,2.6,0.00136,0,0,128.4,0,135,5.3,101.17
38725 ,2.4,0.00134,0,0,128.3,0,158,3.8,101.19
38725 ,2.4,0.0013,0,0,128.8,0,158,4.3,101.2
38725 ,2.4,0.00125,0,0,129.4,0,135,5.1,101.25
38725 ,2.1,0.00123,0,0,129.1,0,158,3.2,101.25
38725 ,2.3,0.00115,0,0,130.4,0,158,3.6,101.26
38725 ,2,0.00122,0,0,129,0,158,3.3,101.27
38725 ,2,0.00122,0,0,129,0,-158,1.9,101.32
38725 ,0.8,0.00131,0,0,125.6,0,158,2.6,101.38
38725 ,2.4,0.00112,60.9,32.7,131.1,0,158,2.7,101.43
38725 ,3.8,0.00108,678.7,59.4,134.2,0,158,4.8,101.46
38725 ,5.6,0.00112,812.1,73,137.2,0,158,5,101.42
38725 ,6.1,0.00098,877.4,79.9,140.1,0,158,4.7,101.36
38726 ,6.6,0.00108,897.7,83.7,139.8,0,135,3.6,101.28
38726 ,7.8,0.00111,883.1,84.7,141.8,0,180,2.4,101.23
38726 ,7.1,0.00112,842,81.1,140.2,0,158,3.3,101.23
38726 ,7.2,0.00113,718.5,76.5,140.3,0,158,3.4,101.26
38726 ,7.3,0.00113,484.2,65.8,140.4,0,158,2.8,101.31
38726 ,6.6,0.00102,3.1,19,140.6,0,180,4.4,101.4
38726 ,5.6,0.00128,0,0,126.6,1,158,6.4,101.53
38726 ,4.8,0.00158,0,0,129.9,0,180,5.9,101.6
38726 ,3.9,0.00168,0,0,127.1,0,180,5.9,101.66
38726 ,3.4,0.00182,0,0,124.8,0,158,4.1,101.71
38726 ,3,0.00186,0,0,123.6,0,158,4.6,101.74
38726 ,2.6,0.00185,0,0,123,0,158,4.7,101.73
38726 ,2.1,0.00183,0,0,122.3,0,158,4,101.75
38726 ,2.1,0.00179,0,0,122.7,0,158,4.3,101.81
38726 ,1.8,0.00175,0,0,122.6,0,158,3.8,101.84
38726 ,1.4,0.00178,0,0,121.5,0,158,2.7,101.85
38726 ,1.2,0.00176,0,0,121.5,0,158,3.1,101.81
38726 ,1.4,0.00166,0,0,122.8,0,158,3,101.87
38726 ,0.9,0.00172,0,0,106.3,2,180,4.4,101.93
38726 ,0,0.00191,0,0,117.8,0,-158,5,102.01
38726 ,0.5,0.00178,175.8,37.7,119.9,0,180,5.3,102.09
38726 ,1.9,0.0018,126.3,102.1,69.2,7,-158,3.4,102.13
38726 ,3.5,0.00173,588.6,112.4,125.8,0,-135,1.5,102.12
38726 ,4,0.00164,315,199.3,127.7,0,-90,1.4,102.05
38727 ,5.2,0.00162,406.5,205.5,49.4,10,-135,1.5,101.96
38727 ,5.5,0.00171,292.9,219.1,129.7,0,-23,1.3,101.87
38727 ,6.5,0.00184,767.4,92.2,130.2,0,-23,2,101.79
38727 ,6.2,0.00192,652.6,87.7,112.8,2,-68,2,101.83
38727 ,6.2,0.0025,381.3,76.3,123.1,0,-23,2.8,101.85
38727 ,5.8,0.00283,4.4,21.6,119.5,0,-45,2.5,101.84
38727 ,5.5,0.00305,0,0,109.9,1,-68,3.9,101.86
38727 ,5.1,0.00291,0,0,117.6,0,-113,3,101.91
38727 ,4.9,0.00287,0,0,117.6,0,-113,3.2,101.91
38727 ,5.1,0.0028,0,0,45,10,-135,2.5,101.91
38727 ,4.4,0.00308,0,0,115,0,-158,1.5,101.89
38727 ,4.6,0.00292,0,0,116.7,0,-135,2.3,101.81
38727 ,4.6,0.00307,0,0,115.4,0,180,2.6,101.79
38727 ,3.4,0.00302,0,0,113.9,0,180,2.5,101.72
38727 ,3.3,0.00319,0,0,112.4,0,-158,2,101.72
38727 ,2.2,0.00273,0,0,43.4,10,180,3.4,101.66
38727 ,1.1,0.00297,0,0,110.6,0,158,2.6,101.63
38727 ,1.1,0.00305,0,0,109.9,0,180,3.9,101.58
38727 ,1.4,0.00295,0,0,42.3,10,180,2.4,101.55
38727 ,2.3,0.00271,0,0,114.7,0,158,3.9,101.57
38727 ,2.9,0.00222,1.4,11,120,0,180,2.7,101.59
38727 ,3.2,0.00212,4.4,43.3,46.1,10,158,2.6,101.62
38727 ,4.4,0.00221,198.7,164,122.7,0,158,3.4,101.57
38727 ,5.1,0.00238,220.2,207.1,122.4,0,180,1.7,101.43
38728 ,5.7,0.00282,814,97.8,112.1,1,-158,2.5,101.36
38728 ,6.5,0.00275,696,130.8,121.6,0,-135,2.7,101.24
38728 ,6.8,0.00281,603.9,134.7,121.6,0,158,2.7,101.22
38728 ,6.9,0.00283,354.1,138.2,76.3,6,180,1.4,101.23
38728 ,7.1,0.00293,264.2,84.9,121,0,-158,1.2,101.28
38728 ,6.7,0.00297,2.8,19.1,120,0,-113,2.6,101.3
38728 ,6,0.0034,0,0,58.1,8,-113,2.8,101.37
38728 ,6,0.00358,0,0,113.9,0,-90,3.3,101.36
38728 ,5.7,0.00356,0,0,113.6,0,-113,1.8,101.41
38728 ,4.6,0.00361,0,0,90.7,3,-158,0.6,101.42
38728 ,3.8,0.00351,0,0,110.8,0,-90,0.5,101.38
38728 ,3.6,0.00366,0,0,109.4,0,113,2.4,101.39
38728 ,3.8,0.00356,0,0,110.5,0,158,1.3,101.36
38728 ,3.2,0.00313,0,0,112.8,0,135,1.5,101.4
38728 ,3.3,0.00281,0,0,115.5,0,158,1.7,101.45
38728 ,1.9,0.00276,0,0,92.5,3,90,1.2,101.47
38728 ,2.4,0.00264,0,0,115.4,0,135,1.8,101.48
38728 ,3.6,0.00258,0,0,118,0,158,3.6,101.52
38728 ,2.9,0.00268,0,0,101.5,2,158,1.6,101.59
38728 ,1.7,0.00272,0,0,113.6,0,158,2.5,101.7
38728 ,3.1,0.00272,58.6,32.9,115.9,0,158,2.9,101.78
38728 ,5.1,0.00259,580.8,70.5,120.4,0,135,2.7,101.88
38728 ,7.1,0.00223,751.1,81,127.3,0,135,4.8,101.87
38728 ,8.7,0.00193,807.9,91.1,133.4,0,180,3.2,101.83
38729 ,9.2,0.00171,837.9,94.3,136.8,0,158,5.1,101.74
38729 ,10.3,0.00177,805.1,98.4,138.3,0,158,2.9,101.67
38729 ,10.5,0.00171,705,109.7,139.3,0,-158,2.3,101.68
38729 ,10.2,0.00175,546.5,109.8,129.7,1,158,3,101.77
38729 ,9.6,0.00168,239.6,87,137.9,0,135,3.4,101.81
38729 ,9.3,0.00172,2.6,19.1,136.8,0,180,4.3,101.85
38729 ,8.8,0.00173,0,0,118.9,2,180,4.2,101.94
38729 ,8.1,0.00172,0,0,134.5,0,158,4.5,102.04
38729 ,7.1,0.00185,0,0,131.2,0,135,4,102.09
38729 ,6.2,0.00191,0,0,120.8,1,180,3.6,102.11
38729 ,5.6,0.002,0,0,126.8,0,158,4.8,102.16
38729 ,5.2,0.002,0,0,126.1,0,180,3.9,102.19
38729 ,4.4,0.00199,0,0,124.7,0,180,4,102.22
38729 ,4.8,0.00205,0,0,124.9,0,180,3.5,102.23
38729 ,4,0.00208,0,0,123.1,0,158,4.1,102.28
38729 ,3.4,0.00214,0,0,68.7,7,180,4.8,102.28
38729 ,3.1,0.00214,0,0,120.9,0,180,4.7,102.27
38729 ,2.8,0.0021,0,0,120.8,0,180,4.4,102.31
38729 ,2.8,0.0021,0,0,113.3,1,180,3.3,102.36
38729 ,2.8,0.00209,0,0,120.8,0,-158,2.7,102.42
38729 ,3.1,0.00219,70.8,34.4,120.5,0,180,3.7,102.48
38729 ,4.6,0.00207,633.9,63.8,124.3,0,158,2.7,102.51
38729 ,7.3,0.00174,775.8,78.2,132.6,0,158,4.2,102.45
38729 ,8.3,0.00153,810.9,90.9,137,0,180,3.8,102.38
38730 ,9.1,0.00155,810.5,99.1,138.4,0,135,2.8,102.31
38730 ,9.1,0.00155,781.8,106.2,138.4,0,158,1.1,102.26
38730 ,10.1,0.00166,654.2,123.9,139.1,0,90,3.2,102.29
38730 ,9.7,0.00176,519.2,115.7,137.1,0,158,2.8,102.3
38730 ,9.8,0.00192,304.8,85.1,135.4,0,180,3.1,102.34
38730 ,8.7,0.00192,5.2,24.2,133.4,0,158,4.5,102.38
38730 ,7.6,0.00178,0,0,124.6,1,135,4.6,102.47
38730 ,7.1,0.0019,0,0,130.5,0,135,3.9,102.51
38730 ,6.2,0.00185,0,0,129.4,0,135,4.1,102.54
38730 ,5.4,0.00191,0,0,111.5,2,135,2.3,102.54
38730 ,5.4,0.00196,0,0,126.7,0,158,3,102.63
38730 ,5.1,0.00187,0,0,127.1,0,-158,3.7,102.64
38730 ,5.1,0.00182,0,0,127.7,0,180,2.4,102.61
38730 ,5.1,0.00182,0,0,127.7,0,-158,3.4,102.54
38730 ,4.1,0.00179,0,0,126.1,0,-158,3.5,102.53
38730 ,4.4,0.00199,0,0,47.4,10,180,2.6,102.55
38730 ,3.3,0.00183,0,0,124.2,0,158,3.9,102.67
38730 ,2.2,0.00187,0,0,121.9,0,180,3.3,102.76
38730 ,2.7,0.00194,0,0,46.4,10,180,2.8,102.7
38730 ,2.4,0.00199,0,0,121.1,0,158,2.8,102.61
38730 ,2.4,0.00203,20.5,25.6,120.7,0,180,3,102.69
38730 ,2.9,0.00201,6,48.4,46.3,10,158,5,102.74
38730 ,3.6,0.00211,5,70.2,122,0,158,4.4,102.7
38730 ,3.7,0.00199,0.7,46.9,123.4,0,180,2.5,102.56
38731 ,3.9,0.00202,0.2,36,46.9,10,158,4.3,102.47
38731 ,4.1,0.002,0.8,52.4,124.1,0,158,4.3,102.34
38731 ,4,0.00223,0.5,41.4,121.6,0,158,2.7,102.3
38731 ,4.4,0.00281,0.3,24.9,44.5,10,158,3.5,102.29
38731 ,4.3,0.003,0.4,16.6,115.5,0,180,2.9,102.22
38731 ,4.8,0.00321,0,2.8,114.6,0,158,3.3,102.23
38731 ,4.8,0.00321,0,0,43.5,10,158,4.8,102.22
38731 ,4.9,0.00361,0,0,111.7,0,158,2.2,102.1
38731 ,4.9,0.00367,0,0,111.3,0,180,1.9,102.05
38731 ,5.1,0.00378,0,0,42.1,10,180,1.1,101.94
38731 ,5.4,0.00391,0,0,110.3,0,180,1.8,101.88
38731 ,5.3,0.004,0,0,109.6,0,158,1,101.84
38731 ,4.4,0.00396,0,0,108.4,0,158,2.2,101.74
38731 ,4.3,0.00409,0,0,107.4,0,90,0.9,101.66
38731 ,4.9,0.00379,0,0,110.5,0,135,1,101.57
38731 ,5,0.00366,0,0,42.4,10,180,0.9,101.44
38731 ,5.2,0.00388,0,0,110.4,0,180,0.8,101.33
38731 ,5.6,0.00405,0,0,109.8,0,180,1.9,101.29
38731 ,5.1,0.0038,0,0,42.1,10,-158,1.5,101.16
38731 ,5.7,0.00414,0,0,109.4,0,90,0.5,101.13
38731 ,6.3,0.00402,1.3,11,111.2,0,-135,1.1,101.11
38731 ,6.2,0.00405,5.9,48.4,42.1,10,-158,2.4,101.04
38731 ,6.5,0.00408,6.8,77.8,111.1,0,180,2.7,100.95
38731 ,6.7,0.00402,1.3,57.7,111.9,0,-158,2.4,100.81
38732 ,6.4,0.00377,2.3,76.5,43.1,10,180,2.3,100.65
38732 ,6.2,0.00437,0.6,49.6,108.7,0,-158,1.8,100.47
38732 ,5.9,0.00464,0.1,24.9,106.5,0,180,1.8,100.4
38732 ,5.2,0.0047,0,8.3,39.9,10,-158,3.5,100.28
38732 ,5.2,0.00482,0,2.8,104.4,0,-158,4.4,100.09
38732 ,5.1,0.00485,0,0,104.1,0,180,5.7,99.95
38732 ,5.8,0.00517,0,0,39.2,10,158,7.3,99.6
38732 ,6.8,0.00554,0,0,102.4,0,135,5.4,99.56
38732 ,9.4,0.00648,0,0,100.6,0,158,5.3,99.47
38732 ,10.5,0.00682,0,0,38.1,10,158,8.1,99.57
38732 ,10.2,0.00667,0,0,100.5,0,158,6.5,99.68
38732 ,10.4,0.00628,0,0,103.1,0,158,7.2,99.74
38732 ,10.4,0.00587,0,0,105.6,0,180,5.5,99.81
38732 ,10.7,0.00541,0,0,108.9,0,180,5.1,99.98
38732 ,11.2,0.00475,0,0,114.2,0,158,5.7,100.04
38732 ,11,0.00427,0,0,110,1,158,5.5,100.16
38732 ,10.4,0.00409,0,0,117.6,0,158,5,100.3
38732 ,10.1,0.00377,0,0,119.5,0,158,4.4,100.5
38732 ,9.4,0.00359,0,0,119.7,0,158,5.4,100.64
38732 ,8.9,0.00332,0,0,120.9,0,158,5.7,100.8
38732 ,8.8,0.00337,180.7,39.2,120.4,0,180,6.1,100.94
38732 ,9.7,0.00328,593,70,115,1,180,5.8,101.02
38732 ,11.1,0.00311,750.6,82.2,126.6,0,180,6.2,101.08
38732 ,11.8,0.00274,849.6,86,131.2,0,180,6.1,101.01
38733 ,12.6,0.00262,879.2,88.9,125.5,1,180,7.5,100.97
38733 ,13,0.00287,858.6,91.3,132.1,0,180,3.5,101.02
38733 ,13,0.00334,802.7,90,127.9,0,-135,4.2,101.02
38733 ,12.2,0.00343,521.3,118.6,47.8,10,-113,3.6,101.06
38733 ,12.5,0.00323,33.8,69.7,128,0,-90,2.4,101.11
38733 ,11.6,0.0038,0.2,8.3,121.6,0,-45,2.9,101.16
38733 ,10.8,0.00409,0,0,44.8,10,-45,3.1,101.25
38733 ,10.4,0.00429,0,0,115.8,0,-68,3.7,101.31
38733 ,9.7,0.00431,0,0,114.5,0,-68,4.9,101.39
38733 ,9.8,0.00426,0,0,43.7,10,-68,4.7,101.44
38733 ,9.5,0.00425,0,0,114.6,0,-90,3.6,101.46
38733 ,9.2,0.00424,0,0,114.2,0,-68,2.2,101.51
38733 ,8.4,0.00456,0,0,110.6,0,-90,2.9,101.51
38733 ,8.4,0.00456,0,0,110.6,0,-113,2.9,101.48
38733 ,8.6,0.00455,0,0,110.9,0,-113,1.7,101.51
38733 ,8.7,0.00451,0,0,42.3,10,-158,2,101.55
38733 ,8.1,0.00467,0,0,109.4,0,-158,1.7,101.49
38733 ,7.9,0.0044,0,0,110.9,0,-113,1.4,101.53
38733 ,8.1,0.00446,0,0,42.1,10,-158,2.1,101.57
38733 ,7.9,0.00467,0,0,109,0,158,2.8,101.61
38733 ,7.7,0.00454,32.8,29.8,109.6,0,-158,1.8,101.64
38733 ,8.1,0.00446,146.6,106.6,42.1,10,180,2.2,101.65
38733 ,8.1,0.00426,21.6,110.5,112.2,0,158,3.2,101.68
38733 ,8.3,0.00419,1.7,63,113.1,0,180,2.8,101.57
38734 ,8.3,0.00412,1.1,60.5,43.2,10,158,3.8,101.54
38734 ,9.1,0.00421,106.9,219,114.2,0,158,3.4,101.43
38734 ,9.8,0.00434,193.5,204.6,114.4,0,-113,3.1,101.34
38734 ,10.3,0.00449,36.9,119,43.4,10,-90,2.3,101.32
38734 ,10.6,0.00466,11.8,52.7,113.4,0,-113,2.4,101.31
38734 ,10.2,0.00454,0.4,11.1,113.6,0,-113,3.3,101.29
38734 ,10,0.00486,0,0,42.2,10,-113,2.5,101.3
38734 ,10.1,0.00513,0,0,109.4,0,-158,1.3,101.28
38734 ,9.7,0.00515,0,0,108.7,0,180,3.5,101.21
38734 ,9.7,0.00507,0,0,41.5,10,158,2.8,101.22
38734 ,9.8,0.00503,0,0,109.6,0,180,1.1,101.12
38734 ,9.5,0.00501,0,0,109.4,0,180,2.2,101.09
38734 ,9.4,0.0052,0,0,108,0,180,2.8,100.99
38734 ,9.4,0.00513,0,0,108.4,0,158,2.3,101
38734 ,9,0.00513,0,0,107.8,0,158,3.7,100.97
38734 ,8.5,0.00497,0,0,41.1,10,180,4.1,100.89
38734 ,8.2,0.0048,0,0,108.8,0,158,4.4,100.87
38734 ,8.2,0.005,0,0,107.5,0,-158,3.9,100.88
38734 ,8.2,0.00493,0,0,41,10,-158,3.6,100.98
38734 ,8.2,0.0039,0,0,115.1,0,180,6.3,101.12
38734 ,7.8,0.00268,62,35,124.5,0,158,6.1,101.23
38734 ,8.2,0.00235,616.2,67.4,120.3,1,180,5,101.3
38734 ,8.9,0.00225,739,84.3,130.5,0,180,9.4,101.32
38734 ,9.5,0.00212,821.7,91,132.9,0,180,9.7,101.21
