2.900,4.732,4.582,4.926,4.767,4.826,4.852,0.454,0.454,4.370,5.000,5.000,-1.800,-0.330,-0.871,-1.117,-260.633,-217.305,-43.328,0.000,0.000,0.000
2.800,4.511,4.391,4.828,4.447,4.666,4.705,0.345,0.345,4.152,4.732,4.732,-2.946,0.596,-1.443,-1.805,-214.775,-174.306,-40.468,0.000,0.000,0.000
2.600,4.379,4.320,4.737,4.189,4.560,4.603,1.669,1.669,3.938,4.511,4.511,-3.326,1.772,-1.676,-2.076,-127.944,-85.857,-42.087,0.000,0.000,0.000
2.000,4.135,4.006,4.614,3.878,4.380,4.441,-0.418,-0.418,3.666,4.379,4.379,-4.455,2.387,-2.277,-2.849,-238.009,-187.521,-50.488,0.000,0.000,0.000
1.200,3.872,3.740,4.468,3.525,4.179,4.257,-1.167,-1.167,3.254,4.135,4.135,-5.540,3.230,-2.856,-3.582,-255.205,-192.004,-63.201,0.000,0.000,0.000
1.100,3.688,3.607,4.329,3.229,4.023,4.109,-0.230,-0.230,3.041,3.872,3.872,-5.957,4.273,-3.117,-3.915,-178.907,-117.692,-61.215,0.000,0.000,0.000
1.300,3.476,3.369,4.180,2.942,3.849,3.947,-1.062,-1.062,2.972,3.688,3.688,-6.548,4.971,-3.469,-4.382,-206.337,-154.872,-51.465,0.000,0.000,0.000
1.600,3.432,3.432,4.068,2.743,3.780,3.873,-0.557,-0.219,2.913,3.476,3.476,-5.919,6.404,-3.238,-4.104,-43.057,0.265,-43.323,0.000,786.283,0.000
2.000,5.571,4.862,4.519,3.247,5.122,5.016,1.652,2.581,3.002,3.432,3.432,9.781,21.615,4.173,5.162,2079.858,-1029.873,-84.452,3194.184,1961.948,2514.184
2.400,6.882,5.681,4.993,3.841,6.041,5.908,0.950,2.737,4.620,5.571,5.571,17.569,28.282,7.825,9.057,1274.948,-1744.783,-106.004,3125.735,3407.642,2445.735
3.400,7.892,6.518,5.459,4.509,6.771,6.633,2.225,4.769,5.837,6.882,6.882,22.623,31.460,10.423,11.702,981.732,-1995.813,-106.232,3083.776,4447.054,2403.776
3.800,8.444,6.789,5.847,5.130,7.217,7.105,3.740,5.407,6.664,7.892,7.892,24.155,30.819,11.412,12.454,537.155,-2404.475,-109.837,3051.467,3062.553,2371.467
4.400,8.729,6.902,6.159,5.597,7.487,7.405,2.593,3.816,7.231,8.444,8.444,23.899,29.128,11.550,12.318,277.148,-2654.253,-102.388,3033.789,2275.227,2353.789
4.400,8.883,6.978,6.416,5.918,7.668,7.611,2.363,3.156,7.430,8.729,8.729,22.940,27.575,11.301,11.831,149.742,-2768.896,-106.030,3024.668,1494.324,2344.668
5.200,9.222,7.437,6.701,6.303,7.964,7.906,4.724,5.715,7.778,8.883,8.883,23.449,27.147,11.702,12.247,329.986,-2594.618,-95.136,3019.740,1603.217,2339.740
5.200,9.307,7.359,6.929,6.557,8.105,8.073,2.953,3.404,8.016,9.222,9.222,22.115,25.568,11.176,11.474,81.723,-2830.033,-97.124,3008.880,702.589,2328.880
5.200,9.364,7.402,7.126,6.710,8.219,8.205,2.831,2.939,8.075,9.307,9.307,20.815,24.682,10.654,10.776,55.982,-2851.723,-98.486,3006.191,194.918,2326.191
5.300,9.522,7.628,7.333,6.891,8.392,8.384,4.378,4.378,8.145,9.364,9.364,20.358,24.469,10.506,10.578,153.220,-2751.281,-99.847,3004.348,0.000,2324.348
5.200,9.604,7.667,7.517,7.002,8.518,8.526,2.764,2.764,8.225,9.522,9.522,19.408,24.197,10.097,10.031,80.198,-2814.945,-104.163,2999.306,0.000,2319.306
5.100,9.700,7.777,7.692,7.074,8.648,8.666,2.666,2.666,8.253,9.604,9.604,18.676,24.419,9.784,9.614,93.245,-2794.625,-108.796,2996.666,0.000,2316.666
5.200,8.088,7.056,7.433,6.760,7.676,7.861,4.275,4.275,8.350,9.700,9.700,6.094,12.351,3.829,2.108,-1567.486,-1499.182,-68.304,0.000,0.000,0.000
5.100,7.186,6.617,7.172,6.416,7.076,7.286,2.715,2.715,7.192,8.088,8.088,0.134,7.168,1.030,-0.926,-876.750,-827.407,-49.343,0.000,0.000,0.000
4.900,6.664,6.343,6.958,6.098,6.717,6.924,2.589,2.589,6.500,7.186,7.186,-2.735,5.262,-0.494,-2.420,-507.839,-466.119,-41.721,0.000,0.000,0.000
4.800,6.326,6.124,6.781,5.816,6.477,6.679,2.464,2.464,6.105,6.664,6.664,-4.233,4.740,-1.409,-3.286,-329.045,-292.963,-36.082,0.000,0.000,0.000
4.100,6.043,5.885,6.616,5.536,6.271,6.472,1.807,1.807,5.658,6.326,6.326,-5.332,4.714,-2.120,-3.991,-275.170,-229.225,-45.945,0.000,0.000,0.000
4.200,5.827,5.710,6.465,5.279,6.103,6.301,1.846,1.846,5.490,6.043,6.043,-5.928,5.095,-2.565,-4.407,-209.329,-170.841,-38.488,0.000,0.000,0.000
4.000,5.710,5.660,6.340,5.114,5.997,6.186,3.116,3.116,5.279,5.827,5.827,-5.859,5.543,-2.664,-4.424,-113.853,-73.404,-40.449,0.000,0.000,0.000
4.100,5.535,5.441,6.208,4.932,5.854,6.045,1.746,1.746,5.227,5.710,5.710,-6.263,5.606,-2.970,-4.741,-170.490,-136.553,-33.937,0.000,0.000,0.000
4.000,5.377,5.294,6.077,4.745,5.719,5.908,1.648,1.648,5.074,5.535,5.535,-6.505,5.882,-3.183,-4.936,-153.423,-120.853,-32.570,0.000,0.000,0.000
4.100,5.317,5.297,5.970,4.645,5.647,5.824,3.206,3.206,4.994,5.377,5.377,-6.071,6.252,-3.062,-4.712,-58.039,-29.246,-28.793,0.000,0.000,0.000
3.900,5.166,5.085,5.849,4.509,5.518,5.697,1.583,1.583,4.892,5.317,5.317,-6.354,6.107,-3.277,-4.942,-147.227,-117.285,-29.942,0.000,0.000,0.000
4.200,5.095,5.062,5.744,4.393,5.438,5.608,1.920,2.048,4.876,5.166,5.166,-6.032,6.524,-3.193,-4.776,-69.075,-47.908,-21.167,0.000,261.763,0.000
3.800,7.116,6.360,6.169,4.885,6.707,6.679,3.265,3.868,4.706,5.095,5.095,8.804,20.741,3.804,4.058,1964.775,-1097.768,-78.418,3140.961,1241.633,2460.961
4.100,8.046,6.616,6.536,5.300,7.376,7.345,1.995,2.383,6.211,7.116,7.116,14.044,25.539,6.229,6.517,904.734,-2078.237,-93.329,3076.300,782.186,2396.300
4.400,8.690,7.094,6.861,5.677,7.851,7.824,2.450,3.105,6.952,8.046,8.046,17.008,28.017,7.805,8.048,625.942,-2319.124,-101.459,3046.525,1304.464,2366.525
5.400,9.235,7.579,7.174,6.124,8.264,8.237,4.875,5.497,7.703,8.690,8.690,19.162,28.932,9.026,9.276,529.759,-2405.472,-90.694,3025.925,1237.879,2345.925
3.500,9.361,7.470,7.390,6.369,8.413,8.420,1.561,1.920,7.514,9.235,9.235,18.332,27.830,8.813,8.752,122.799,-2747.073,-138.618,3008.490,718.442,2328.490
3.700,9.542,7.690,7.587,6.541,8.584,8.603,1.852,2.314,7.663,9.361,9.361,18.178,27.912,8.907,8.736,175.898,-2690.384,-138.166,3004.449,910.583,2324.449
4.200,9.778,7.963,7.792,6.760,8.792,8.815,3.624,4.032,7.939,9.542,9.542,18.472,28.062,9.170,8.950,229.346,-2637.395,-131.919,2998.660,780.844,2318.660
5.000,9.997,8.167,7.995,6.992,8.993,9.025,3.201,3.921,8.344,9.778,9.778,18.625,27.946,9.342,9.047,213.495,-2659.426,-118.191,2991.112,944.095,2311.112
4.400,10.041,8.109,8.153,7.123,9.082,9.137,2.401,2.552,8.318,9.997,9.997,17.563,27.135,8.922,8.407,42.609,-2808.059,-133.418,2984.086,258.325,2304.086
4.600,10.159,8.276,8.313,7.267,9.211,9.275,3.813,3.813,8.409,10.041,10.041,17.174,26.896,8.821,8.224,115.088,-2736.108,-131.488,2982.684,0.000,2302.684
4.800,10.233,8.320,8.458,7.363,9.312,9.390,2.697,2.697,8.552,10.159,10.159,16.507,26.683,8.560,7.836,71.011,-2779.400,-128.485,2978.896,0.000,2298.896
3.300,10.220,8.276,8.569,7.356,9.354,9.452,1.230,1.230,8.153,10.233,10.233,15.353,26.633,8.058,7.143,-12.058,-2824.949,-163.668,2976.559,0.000,2296.559
3.200,8.453,7.355,8.224,6.871,8.259,8.535,1.392,1.392,8.114,10.220,10.220,2.130,14.709,1.805,-0.763,-1718.529,-1594.297,-124.232,0.000,0.000,0.000
4.400,7.559,7.012,7.909,6.455,7.636,7.930,2.279,2.279,7.237,8.453,8.453,-3.253,10.267,-0.721,-3.453,-869.072,-794.361,-74.712,0.000,0.000,0.000
2.700,6.918,6.558,7.619,6.034,7.181,7.482,0.581,0.581,6.101,7.559,7.559,-6.519,8.226,-2.444,-5.241,-622.774,-523.004,-99.770,0.000,0.000,0.000
2.900,6.500,6.279,7.369,5.653,6.864,7.163,0.748,0.748,5.713,6.918,6.918,-8.079,7.882,-3.384,-6.159,-406.473,-321.320,-85.153,0.000,0.000,0.000
1.700,6.109,5.918,7.123,5.256,6.562,6.866,-0.413,-0.413,5.060,6.500,6.500,-9.435,7.926,-4.216,-7.047,-380.857,-276.587,-104.270,0.000,0.000,0.000
2.800,5.864,5.750,6.908,4.938,6.349,6.648,0.634,0.634,5.116,6.109,6.109,-9.713,8.615,-4.509,-7.288,-237.949,-165.483,-72.466,0.000,0.000,0.000
1.100,5.542,5.398,6.679,4.593,6.086,6.393,-0.890,-0.890,4.435,5.864,5.864,-10.576,8.827,-5.063,-7.918,-313.303,-208.251,-105.052,0.000,0.000,0.000
0.300,5.206,5.062,6.436,4.210,5.807,6.123,-1.805,-1.805,3.969,5.542,5.542,-11.436,9.269,-5.587,-8.522,-326.092,-210.051,-116.041,0.000,0.000,0.000
0.600,4.931,4.817,6.199,3.853,5.561,5.879,-1.517,-1.517,3.824,5.206,5.206,-11.792,10.020,-5.864,-8.818,-268.032,-165.605,-102.426,0.000,0.000,0.000
0.400,4.670,4.565,5.964,3.530,5.324,5.644,-1.580,-1.580,3.572,4.931,4.931,-12.035,10.600,-6.083,-9.062,-253.798,-152.815,-100.983,0.000,0.000,0.000
0.300,4.415,4.311,5.730,3.229,5.089,5.412,-1.817,-1.817,3.359,4.670,4.670,-12.231,11.031,-6.271,-9.274,-247.789,-150.467,-97.321,0.000,0.000,0.000
0.500,4.279,4.249,5.526,3.001,4.930,5.244,-1.469,-1.225,3.240,4.415,4.415,-11.603,11.884,-6.058,-8.980,-132.538,-43.170,-89.367,0.000,523.726,0.000
4.700,7.046,6.757,6.070,3.798,6.648,6.688,4.002,5.730,4.405,4.279,4.279,9.081,30.214,3.703,3.329,2691.143,-420.450,-55.492,3167.085,5028.362,2487.085
6.400,9.262,8.673,6.789,5.120,8.161,8.102,6.530,12.365,6.852,7.046,7.046,23.001,38.520,10.245,10.793,2154.622,-856.204,-67.694,3078.519,8805.793,2398.519
7.900,11.196,10.473,7.591,6.877,9.529,9.409,8.765,19.681,8.854,9.262,9.262,33.522,40.166,15.499,16.612,1879.954,-1049.711,-77.945,3007.610,11406.837,2327.610
7.600,11.814,10.270,8.160,8.180,10.082,10.020,8.024,12.502,10.117,11.196,11.196,33.986,33.795,16.106,16.690,601.510,-2244.559,-99.671,2945.740,6354.457,2265.740
7.300,11.930,10.069,8.551,8.918,10.283,10.272,5.896,8.126,10.460,11.814,11.814,31.423,28.009,15.319,15.423,112.699,-2703.737,-109.508,2925.944,3688.024,2245.944
