6.800,12.197,10.452,8.914,9.423,10.561,10.557,5.471,8.513,10.391,11.930,11.930,30.532,25.795,15.213,15.257,259.581,-2535.008,-127.647,2922.235,3987.969,2242.235
6.500,12.591,10.949,9.288,10.185,10.924,10.914,5.448,17.799,10.488,12.197,12.197,30.725,22.378,15.506,15.595,383.220,-2386.409,-144.064,2913.692,4691.667,2233.692
5.900,12.549,10.632,9.548,11.022,11.010,11.043,3.914,20.320,10.584,12.591,12.591,27.904,14.198,14.313,14.006,-41.420,-2785.253,-157.247,2901.081,1799.658,2221.081
5.600,12.585,10.725,9.780,11.228,11.124,11.177,3.283,3.714,10.464,12.549,12.549,26.084,12.616,13.581,13.092,34.897,-2702.356,-165.191,2902.444,502.559,2222.444
4.400,12.459,10.510,9.945,10.969,11.129,11.216,1.960,1.960,10.129,12.585,12.585,23.384,13.857,12.371,11.561,-121.992,-2832.683,-190.605,2901.295,0.000,2221.295
4.000,12.327,10.375,10.070,10.554,11.114,11.230,1.592,1.592,9.921,12.459,12.459,20.991,16.493,11.283,10.203,-128.456,-2836.825,-196.941,2905.310,0.000,2225.310
3.900,12.198,10.245,10.167,10.131,11.091,11.233,1.511,1.511,9.799,12.327,12.327,18.887,19.226,10.300,8.976,-125.115,-2838.390,-196.263,2909.537,0.000,2229.537
3.300,10.295,9.136,9.798,9.285,9.917,10.247,0.950,0.950,9.529,12.198,12.198,4.628,9.398,3.515,0.446,-1850.314,-1684.867,-165.447,0.000,0.000,0.000
2.900,9.173,8.523,9.424,8.485,9.151,9.517,0.578,0.578,8.077,10.295,10.295,-2.342,6.391,0.200,-3.206,-1091.719,-943.367,-148.352,0.000,0.000,0.000
2.700,8.431,8.028,9.091,7.782,8.626,9.001,0.387,0.387,7.231,9.173,9.173,-6.140,6.038,-1.808,-5.298,-720.899,-585.351,-135.547,0.000,0.000,0.000
2.000,7.853,7.561,8.782,7.141,8.201,8.585,-0.266,-0.266,6.502,8.431,8.431,-8.638,6.618,-3.237,-6.808,-562.354,-423.930,-138.425,0.000,0.000,0.000
2.100,7.405,7.192,8.495,6.578,7.854,8.242,-0.187,-0.187,6.127,7.853,7.853,-10.134,7.690,-4.173,-7.783,-435.071,-309.594,-125.477,0.000,0.000,0.000
1.800,7.010,6.831,8.218,6.073,7.537,7.930,-0.487,-0.487,5.724,7.405,7.405,-11.237,8.717,-4.899,-8.554,-384.194,-260.967,-123.227,0.000,0.000,0.000
1.200,6.628,6.461,7.941,5.594,7.224,7.623,-1.070,-1.070,5.267,7.010,7.010,-12.207,9.617,-5.537,-9.249,-371.225,-242.837,-128.388,0.000,0.000,0.000
1.900,6.337,6.214,7.681,5.194,6.964,7.361,-0.411,-0.411,5.210,6.628,6.628,-12.507,10.623,-5.838,-9.527,-283.696,-178.764,-104.932,0.000,0.000,0.000
1.700,6.051,5.931,7.427,4.841,6.710,7.106,-0.640,-0.640,4.946,6.337,6.337,-12.794,11.253,-6.124,-9.807,-277.398,-174.483,-102.915,0.000,0.000,0.000
2.400,5.912,5.876,7.213,4.636,6.548,6.930,1.490,1.490,4.956,6.051,6.051,-12.105,11.863,-5.920,-9.468,-135.668,-52.609,-83.059,0.000,0.000,0.000
2.200,5.678,5.577,6.991,4.420,6.332,6.713,-0.193,-0.193,4.798,5.912,5.912,-12.220,11.693,-6.089,-9.630,-227.878,-145.631,-82.246,0.000,0.000,0.000
2.400,5.567,5.545,6.800,4.251,6.193,6.559,0.171,0.415,4.694,5.678,5.678,-11.463,12.242,-5.825,-9.222,-107.456,-32.553,-74.902,0.000,523.723,0.000
2.800,7.538,6.783,7.144,4.720,7.400,7.563,2.235,2.837,4.737,5.567,5.567,3.662,26.209,1.286,-0.232,1916.484,-1097.314,-112.058,3125.856,1241.763,2445.856
3.500,8.789,7.604,7.530,5.291,8.248,8.368,1.862,3.342,6.327,7.538,7.538,11.712,32.535,5.033,3.919,1216.393,-1721.302,-125.090,3062.784,2880.889,2382.784
5.100,10.454,9.575,8.095,6.311,9.372,9.408,4.859,10.708,7.682,8.789,8.789,21.936,38.532,10.057,9.729,1618.744,-1277.386,-126.622,3022.752,8030.668,2342.752
5.800,11.820,10.789,8.702,7.633,10.352,10.351,7.387,15.682,9.058,10.454,10.454,28.999,38.941,13.655,13.666,1328.428,-1498.673,-142.379,2969.479,9028.839,2289.479
6.000,12.506,11.057,9.198,8.762,10.912,10.935,5.529,12.624,10.074,11.820,11.820,30.768,34.824,14.821,14.614,667.059,-2104.828,-153.874,2925.760,7375.152,2245.760
6.100,12.578,10.733,9.524,9.399,11.069,11.145,4.642,7.588,10.584,12.506,12.506,28.403,29.568,14.033,13.326,69.844,-2680.756,-153.208,2903.807,3931.779,2223.807
6.200,12.638,10.785,9.790,9.790,11.196,11.296,5.944,7.937,10.664,12.578,12.578,26.485,26.480,13.402,12.477,58.036,-2691.218,-152.254,2901.509,2500.471,2221.509
6.300,12.564,10.621,9.989,9.966,11.234,11.361,4.161,6.134,10.736,12.638,12.638,23.948,24.158,12.369,11.190,-71.612,-2823.063,-148.147,2899.599,1528.414,2219.599
6.000,12.370,10.348,10.120,9.916,11.184,11.341,3.474,3.579,10.595,12.564,12.564,20.928,22.829,11.037,9.578,-188.047,-2939.334,-150.669,2901.955,194.918,2221.955
5.600,12.323,10.399,10.250,9.843,11.214,11.380,4.632,4.632,10.339,12.370,12.370,19.273,23.058,10.311,8.768,-46.508,-2795.655,-158.998,2908.144,0.000,2228.144
5.100,12.211,10.249,10.348,9.683,11.200,11.385,2.555,2.555,10.156,12.323,12.323,17.318,23.505,9.397,7.679,-108.903,-2850.403,-168.174,2909.675,0.000,2229.675
5.000,12.143,10.209,10.434,9.501,11.205,11.403,2.468,2.468,10.047,12.211,12.211,15.888,24.571,8.718,6.881,-65.927,-2810.250,-168.936,2913.259,0.000,2233.259
4.400,10.393,9.319,10.087,8.939,10.123,10.488,3.449,3.449,9.820,12.143,12.143,2.846,13.518,2.508,-0.889,-1701.812,-1560.080,-141.732,0.000,0.000,0.000
4.100,9.334,8.711,9.728,8.348,9.397,9.792,1.600,1.600,8.505,10.393,10.393,-3.665,9.167,-0.587,-4.262,-1029.196,-905.402,-123.793,0.000,0.000,0.000
3.800,8.655,8.279,9.411,7.796,8.910,9.307,1.335,1.335,7.674,9.334,9.334,-7.029,7.985,-2.377,-6.062,-660.598,-545.778,-114.820,0.000,0.000,0.000
3.800,8.178,7.930,9.129,7.307,8.552,8.945,1.335,1.335,7.198,8.655,8.655,-8.846,8.098,-3.476,-7.130,-463.546,-360.001,-103.545,0.000,0.000,0.000
3.700,7.804,7.620,8.871,6.877,8.257,8.646,1.247,1.247,6.835,8.178,8.178,-9.929,8.615,-4.212,-7.837,-364.113,-267.059,-97.054,0.000,0.000,0.000
3.700,7.494,7.348,8.630,6.501,8.000,8.386,1.247,1.247,6.573,7.804,7.804,-10.566,9.228,-4.710,-8.296,-301.371,-211.648,-89.723,0.000,0.000,0.000
3.800,7.311,7.245,8.424,6.253,7.824,8.196,2.867,2.867,6.386,7.494,7.494,-10.356,9.836,-4.771,-8.234,-177.861,-94.829,-83.032,0.000,0.000,0.000
3.400,7.035,6.910,8.206,5.978,7.590,7.964,0.958,0.958,6.137,7.311,7.311,-10.888,9.831,-5.164,-8.637,-267.889,-181.913,-85.976,0.000,0.000,0.000
3.300,6.790,6.682,7.989,5.698,7.371,7.740,0.878,0.878,5.915,7.035,7.035,-11.156,10.150,-5.410,-8.843,-238.890,-156.359,-82.531,0.000,0.000,0.000
2.800,6.611,6.554,7.789,5.483,7.194,7.553,1.892,1.892,5.593,6.790,6.790,-10.956,10.494,-5.419,-8.761,-173.321,-83.181,-90.140,0.000,0.000,0.000
2.400,6.339,6.222,7.570,5.216,6.958,7.320,0.031,0.031,5.348,6.611,6.611,-11.445,10.445,-5.748,-9.115,-264.301,-171.129,-93.172,0.000,0.000,0.000
2.700,6.160,6.096,7.366,4.973,6.776,7.128,0.375,0.503,5.248,6.339,6.339,-11.222,11.038,-5.728,-9.011,-174.883,-93.060,-81.823,0.000,261.762,0.000
3.300,8.071,7.289,7.694,5.372,7.942,8.097,2.631,3.078,5.302,6.160,6.160,3.504,25.096,1.197,-0.244,1858.277,-1135.784,-112.832,3106.893,914.035,2426.893
3.600,9.005,7.623,7.993,5.756,8.584,8.723,1.422,1.940,6.730,8.071,8.071,9.417,30.220,3.921,2.628,908.892,-2008.999,-127.845,3045.737,1042.705,2365.737
3.500,9.594,8.011,8.246,6.095,8.997,9.139,1.463,2.219,7.354,9.005,9.005,12.529,32.538,5.544,4.227,571.808,-2299.898,-144.118,3015.825,1501.897,2335.825
3.800,10.255,8.740,8.531,6.559,9.459,9.582,3.629,5.086,7.855,9.594,9.594,16.028,34.375,7.400,6.260,642.956,-2201.388,-152.662,2997.006,2737.752,2317.006
5.100,11.503,10.395,8.996,7.487,10.315,10.366,4.718,12.236,8.708,10.255,10.255,23.321,37.351,11.053,10.580,1213.926,-1610.477,-151.443,2975.847,7616.517,2295.847
5.900,12.501,11.255,9.488,8.895,11.052,11.081,5.587,22.387,9.822,11.503,11.503,28.024,33.530,13.476,13.202,969.981,-1809.798,-156.116,2935.896,8066.789,2255.896
6.500,12.999,11.440,9.896,10.503,11.480,11.533,6.233,27.344,10.701,12.501,12.501,28.859,23.214,14.128,13.640,484.777,-2265.480,-153.717,2903.974,5025.294,2223.974
5.900,13.081,11.265,10.185,11.807,11.632,11.727,3.738,23.034,10.870,12.999,12.999,26.939,11.854,13.474,12.599,79.623,-2638.552,-169.844,2888.019,1764.500,2208.019
4.800,13.191,11.415,10.432,12.107,11.785,11.898,2.357,2.865,10.597,13.081,13.081,25.653,10.080,13.068,12.019,106.331,-2580.621,-198.447,2885.399,563.618,2205.399
4.000,13.117,11.232,10.608,11.812,11.816,11.962,1.901,1.901,10.433,13.191,13.191,23.332,12.135,12.095,10.735,-72.025,-2738.308,-215.616,2881.900,0.000,2201.900
2.900,12.917,10.961,10.713,11.266,11.751,11.936,0.403,0.403,10.052,13.117,13.117,20.493,15.352,10.840,9.126,-194.174,-2841.535,-236.909,2884.270,0.000,2204.270
2.700,12.706,10.738,10.776,10.684,11.664,11.881,0.207,0.207,9.852,12.917,12.917,17.948,18.803,9.686,7.673,-205.209,-2859.222,-236.648,2890.660,0.000,2210.660
2.300,10.751,9.580,10.372,9.703,10.445,10.850,-0.007,-0.007,9.584,12.706,12.706,3.524,9.745,2.845,-0.925,-1901.133,-1701.268,-199.865,0.000,0.000,0.000
2.000,9.566,8.896,9.960,8.787,9.626,10.071,-0.436,-0.436,8.125,10.751,10.751,-3.667,7.241,-0.564,-4.697,-1152.125,-973.189,-178.937,0.000,0.000,0.000
1.800,8.761,8.335,9.586,7.981,9.047,9.503,-0.653,-0.653,7.236,9.566,9.566,-7.677,7.248,-2.666,-6.902,-782.875,-618.251,-164.624,0.000,0.000,0.000
1.600,8.155,7.856,9.243,7.277,8.592,9.054,-0.814,-0.814,6.612,8.761,8.761,-10.126,8.161,-4.069,-8.367,-589.281,-434.260,-155.021,0.000,0.000,0.000
1.200,7.643,7.405,8.917,6.645,8.193,8.661,-1.228,-1.228,6.068,8.155,8.155,-11.846,9.284,-5.113,-9.472,-497.535,-345.155,-152.379,0.000,0.000,0.000
1.200,7.211,7.020,8.604,6.085,7.839,8.311,-1.246,-1.246,5.710,7.643,7.643,-12.957,10.474,-5.842,-10.229,-419.774,-277.605,-142.169,0.000,0.000,0.000
0.800,6.862,6.726,8.312,5.625,7.535,8.006,-0.575,-0.575,5.288,7.211,7.211,-13.484,11.499,-6.265,-10.638,-339.797,-196.433,-143.364,0.000,0.000,0.000
0.600,6.479,6.318,8.012,5.175,7.208,7.684,-1.828,-1.828,4.983,6.862,6.862,-14.264,12.121,-6.789,-11.207,-372.527,-233.494,-139.033,0.000,0.000,0.000
0.600,6.136,5.997,7.717,4.753,6.903,7.378,-1.846,-1.846,4.715,6.479,6.479,-14.705,12.859,-7.135,-11.550,-333.025,-202.092,-130.933,0.000,0.000,0.000
0.800,5.914,5.849,7.454,4.456,6.675,7.138,-0.137,-0.137,4.535,6.136,6.136,-14.319,13.562,-7.072,-11.384,-215.724,-94.769,-120.955,0.000,0.000,0.000
0.800,5.619,5.500,7.183,4.154,6.403,6.867,-1.657,-1.657,4.380,5.914,5.914,-14.545,13.623,-7.294,-11.605,-287.129,-173.158,-113.971,0.000,0.000,0.000
0.800,5.458,5.426,6.944,3.906,6.216,6.664,-1.465,-1.171,4.173,5.619,5.619,-13.815,14.436,-7.046,-11.218,-156.401,-46.235,-110.167,0.000,654.174,0.000
0.700,7.499,6.822,7.271,4.341,7.450,7.688,0.424,1.473,4.031,5.458,5.458,2.125,29.368,0.454,-1.751,1984.785,-983.748,-160.809,3129.343,2292.104,2449.343
1.700,8.735,7.568,7.630,4.886,8.278,8.475,0.258,2.139,5.759,7.499,7.499,10.284,35.802,4.255,2.418,1201.880,-1695.751,-166.393,3064.023,3608.545,2384.023
2.400,9.789,8.533,8.016,5.563,8.995,9.166,1.413,4.723,6.835,8.735,8.735,16.490,39.300,7.379,5.796,1024.306,-1825.411,-174.752,3024.469,5503.445,2344.469
3.400,10.824,9.579,8.451,6.469,9.718,9.857,4.352,9.284,7.872,9.789,9.789,22.064,40.498,10.279,8.989,1006.284,-1808.898,-175.578,2990.759,6810.850,2310.759
3.200,11.203,9.552,8.771,7.162,10.041,10.210,2.121,5.731,8.537,10.824,10.824,22.623,37.586,10.811,9.240,369.048,-2399.309,-189.285,2957.642,5141.544,2277.642
3.800,11.255,9.384,8.984,7.576,10.140,10.344,2.114,4.028,8.982,11.203,11.203,21.123,34.220,10.369,8.473,50.577,-2718.595,-176.324,2945.496,3019.698,2265.496
3.300,11.313,9.456,9.162,7.869,10.232,10.451,2.971,4.549,8.869,11.255,11.255,20.000,32.029,10.050,8.015,55.824,-2698.500,-189.508,2943.832,2214.869,2263.832
3.600,11.234,9.282,9.286,8.000,10.235,10.476,1.463,2.808,8.999,11.313,11.313,18.123,30.079,9.297,7.050,-76.040,-2837.472,-180.563,2941.995,1340.176,2261.995
3.900,11.071,9.052,9.360,7.979,10.175,10.439,1.395,1.462,9.034,11.234,11.234,15.916,28.757,8.338,5.879,-158.634,-2933.523,-169.609,2944.497,129.162,2264.497
3.600,11.050,9.127,9.443,7.970,10.197,10.465,2.639,2.639,8.830,11.071,11.071,14.943,28.644,7.931,5.443,-20.751,-2794.270,-176.199,2949.718,0.000,2269.718
2.700,10.930,8.953,9.493,7.859,10.156,10.440,0.247,0.247,8.545,11.050,11.050,13.357,28.558,7.197,4.554,-117.019,-2872.781,-194.639,2950.401,0.000,2270.401
2.400,10.838,8.881,9.530,7.700,10.124,10.419,-0.069,-0.069,8.371,10.930,10.930,12.170,29.187,6.645,3.896,-89.021,-2843.704,-199.569,2954.252,0.000,2274.252
2.600,9.090,8.026,9.140,7.180,9.022,9.480,1.665,1.665,8.367,10.838,10.838,-0.468,17.760,0.638,-3.625,-1699.579,-1546.080,-153.498,0.000,0.000,0.000
2.400,8.042,7.432,8.749,6.646,8.284,8.767,-0.050,-0.050,7.083,9.090,9.090,-6.576,12.982,-2.257,-6.748,-1019.541,-886.111,-133.430,0.000,0.000,0.000
2.300,7.382,7.024,8.406,6.157,7.795,8.273,-0.140,-0.140,6.319,8.042,8.042,-9.518,11.390,-3.838,-8.282,-641.202,-521.004,-120.198,0.000,0.000,0.000
2.000,6.903,6.661,8.098,5.714,7.421,7.892,-0.408,-0.408,5.768,7.382,7.382,-11.120,11.052,-4.824,-9.206,-466.366,-350.416,-115.950,0.000,0.000,0.000
1.400,6.493,6.301,7.807,5.290,7.090,7.557,-1.003,-1.003,5.252,6.903,6.903,-12.219,11.186,-5.554,-9.903,-398.572,-278.127,-120.446,0.000,0.000,0.000
1.300,6.150,6.000,7.529,4.899,6.798,7.260,-1.046,-1.046,4.935,6.493,6.493,-12.829,11.633,-6.024,-10.322,-333.098,-218.390,-114.708,0.000,0.000,0.000
1.100,5.855,5.734,7.265,4.554,6.534,6.990,-0.919,-0.919,4.635,6.150,6.150,-13.119,12.093,-6.317,-10.555,-287.280,-174.829,-112.451,0.000,0.000,0.000
0.800,5.551,5.425,7.001,4.218,6.263,6.716,-1.556,-1.556,4.338,5.855,5.855,-13.481,12.401,-6.626,-10.834,-295.216,-182.851,-112.365,0.000,0.000,0.000
