0,,,,
-0.6,1.9,0,0,59
-1.1,1.7,0,0,63
-2.8,1.8,0,0,60
-2.2,1.7,0,0,55
-2.2,1.9,0,0,56
-2.2,1.9,0,0,56
-1.1,2,0,24,63
0.6,1.9,691,114,74
4.4,2.1,860,114,78
6.7,1.9,936,95,83
6.7,2.1,966,69,81
6.7,1.7,964,46,84
7.8,1.7,943,16,84
7.2,1.8,864,0,83
6.1,2,693,0,81
4.4,2.1,129,11,73
1.7,2.5,0,0,69
0,2.5,0,0,67
-1.1,2.3,0,0,71
-2.2,2.2,0,0,71
-3.3,2,0,0,66
-3.3,1.8,0,0,71
-3.9,1.8,0,0,71
-3.9,1.8,0,0,71
-3.9,1.7,0,0,62
-4.4,1.8,0,0,59
-3.3,1.8,0,0,58
-2.2,1.7,0,0,55
-2.8,1.8,0,0,62
-3.3,1.8,0,0,58
-2.8,1.8,0,23,56
-0.6,2,561,108,59
1.1,2.2,794,105,61
2.8,2,912,93,72
5,2.3,966,70,78
5.6,2,965,46,80
6.1,1.9,944,16,81
7.8,2,866,0,82
6.1,1.7,697,0,82
4.4,2.1,161,9,78
2.8,2.3,0,0,76
0.6,2,0,0,74
-0.6,2.2,0,0,72
-2.2,2.5,0,0,70
-3.3,1.9,0,0,71
-4.4,1.8,0,0,70
-4.4,1.8,0,0,70
-5,1.8,0,0,70
-4.4,1.8,0,0,71
-5,1.8,0,0,70
-3.9,1.4,0,0,73
-3.9,1.4,0,0,73
-3.9,1.5,0,0,73
-2.8,1.3,0,0,75
-3.3,1.4,0,29,74
1.1,1.5,699,116,78
5,1.3,864,115,84
7.8,1.1,913,93,85
10.6,1.1,926,66,84
12.2,1.5,933,39,82
11.7,1.4,902,15,82
12.2,1.5,845,0,86
8.3,2.5,683,0,76
6.1,2.4,141,11,70
3.9,2.3,0,0,71
2.2,2.6,0,0,74
1.7,2.5,0,0,74
0.6,2.2,0,0,73
0,2.3,0,0,73
0,2.3,0,0,73
0,2,0,0,75
2.8,1.7,0,0,79
2.8,1.6,0,0,80
4.4,1.3,0,0,83
4.4,1.3,0,0,83
2.8,1.4,0,0,81
1.7,1.4,0,0,80
1.7,1.4,0,0,70
2.2,1.4,0,29,70
5.6,1.4,612,112,71
8.3,1.7,759,107,69
11.7,1.7,841,85,72
14.4,1.7,896,63,78
15.6,2,902,37,77
14.4,2.2,873,13,74
16.1,1.8,803,0,78
10.6,3.2,647,0,69
9.4,3,153,11,70
5,2.6,0,0,67
2.8,2.7,0,0,65
2.2,2.7,0,0,65
1.1,2.8,0,0,67
0,2.7,0,0,71
0,2.5,0,0,72
0,2.3,0,0,73
0,2.3,0,0,68
0,2,0,0,66
-1.1,2.3,0,0,60
1.1,2.1,0,0,58
2.2,1.8,0,0,39
2.2,1.9,0,0,38
2.8,2.1,0,0,38
2.8,2.4,0,12,36
5.6,1.7,9,69,41
6.1,1.5,19,120,44
7.8,1.6,24,156,44
12.8,1.7,808,66,70
15.6,1.9,904,36,78
15,1.4,906,13,87
15,1.4,835,0,87
13.9,1.7,710,0,92
8.9,3.2,191,8,79
5.6,2.9,0,0,76
4.4,2.6,0,0,75
3.9,2.3,0,0,76
1.7,2.3,0,0,74
0.6,2.7,0,0,71
-0.6,2.5,0,0,71
0,2.5,0,0,72
0.6,2.5,0,0,72
0,2.3,0,0,73
-0.6,2,0,0,73
-0.6,2,0,0,73
-0.6,1.9,0,0,74
-0.6,1.9,0,0,74
-2.2,1.9,0,0,72
-1.1,2.1,0,34,72
2.8,2.3,713,120,76
5.6,1.8,850,115,76
9.4,2.1,920,95,78
10,1.9,948,68,80
12.2,2.3,955,40,81
12.2,1.8,925,14,84
13.3,2.1,853,0,84
11.7,2,715,0,87
8.9,2.3,236,3,83
4.4,2.8,0,0,74
2.2,2.9,0,0,73
1.7,2.8,0,0,72
1.1,2.6,0,0,73
0,2.5,0,0,72
-0.6,2.5,0,0,71
-0.6,2.4,0,0,72
0.6,2,0,0,74
0.6,2,0,0,74
1.1,1.9,0,0,76
1.1,1.5,0,0,78
1.1,1.5,0,0,78
1.1,1.5,0,0,78
0.6,1.4,0,0,70
0.6,1.5,0,35,72
3.9,1.6,698,118,76
7.2,1.4,852,116,81
10.6,1.3,892,92,80
14.4,1.1,919,65,86
16.1,1.4,957,40,93
16.7,1.5,953,14,97
17.2,1.3,856,0,94
14.4,1.7,700,0,88
8.9,2.3,213,5,73
8.9,2,0,0,72
7.8,2,0,0,70
5.6,2.1,0,0,71
3.9,2.2,0,0,66
3.3,2.5,0,0,54
3.9,2.7,0,0,35
5.6,2.9,0,0,35
2.8,3.1,0,0,33
1.7,3.2,0,0,32
0.6,3.4,0,0,30
0.6,3.6,0,0,29
0,3.6,0,0,30
0,3.6,0,0,30
-1.1,3.1,0,0,31
-1.1,3,0,14,32
-0.6,3,10,72,32
0,3.3,19,123,31
0.6,3.4,26,159,30
1.1,3.3,134,219,39
1.7,3.2,426,146,46
2.8,2.9,129,190,42
1.7,3,110,145,41
1.7,3,76,86,41
0.6,3,4,14,32
-0.6,2.9,0,0,32
-1.7,2.8,0,0,32
-3.9,2.5,0,0,32
-5.6,2,0,0,34
-6.1,2,0,0,33
-6.1,2,0,0,33
-6.1,2,0,0,33
-6.1,1.9,0,0,33
-6.1,1.9,0,0,34
-6.7,1.8,0,0,35
-7.2,1.8,0,0,53
-8.9,1.4,0,0,57
-10.6,1.3,0,0,58
-10.6,1.3,0,0,52
-12.8,1,0,39,64
-9.4,1.2,709,120,64
-6.1,1.5,880,121,70
-4.4,1.2,950,101,75
-3.9,1.4,969,76,73
-3.9,1.2,968,51,74
-3.9,1.3,954,14,74
-5,1.3,884,0,73
-6.1,1.4,729,0,70
-7.2,1.1,263,2,73
-8.3,1.1,0,0,71
-9.4,0.8,0,0,71
-12.2,0.8,0,0,69
-11.7,0.9,0,0,69
-11.1,0.9,0,0,69
-11.1,0.9,0,0,69
-10.6,1,0,0,69
-10,1,0,0,63
-10,1,0,0,60
-11.1,0.9,0,0,59
-11.7,0.9,0,0,49
-10.6,1,0,0,55
-10,1.2,0,0,54
-10,1.1,0,0,55
-7.2,1.3,0,23,45
-4.4,1.4,384,116,54
-6.1,1.3,782,110,58
-3.9,1.4,853,88,60
-2.2,1.6,820,65,58
0.6,1.7,886,34,62
3.9,1.9,858,9,63
2.8,2.4,818,0,62
1.7,2.7,390,41,52
0,2.3,152,13,56
3.3,2.5,0,0,50
5,2.4,0,0,37
5.6,2.5,0,0,37
6.7,2.2,0,0,64
5.6,2.2,0,0,79
6.1,2.4,0,0,79
1.7,1.9,0,0,77
0,2.1,0,0,66
0,2.1,0,0,54
-1.1,2.3,0,0,52
-1.1,2.3,0,0,55
-2.2,2.1,0,0,55
-2.8,2.5,0,0,50
-2.2,2.4,0,0,42
-2.8,2.3,0,24,41
-2.2,2.1,698,121,64
0,2.3,858,121,68
0.6,2.1,953,103,73
1.7,2,969,79,76
3.3,2.2,962,40,71
4.4,2.5,933,13,71
4.4,2.5,817,0,63
3.3,2.9,646,0,60
2.2,2.7,216,8,60
0,2.6,0,0,61
-1.1,2.3,0,0,64
0,2.3,0,0,60
-1.1,2,0,0,63
-1.1,1.8,0,0,69
-1.7,1.6,0,0,75
-0.6,1.9,0,0,74
5,1.9,0,0,79
7.2,1.9,0,0,77
7.8,2.3,0,0,76
7.2,1.3,0,0,87
2.8,1.8,0,0,78
2.2,1.9,0,0,77
2.2,1.9,0,0,68
6.1,1.5,0,36,63
7.2,1.8,519,120,65
10.6,1.7,813,116,74
12.8,1.4,877,95,79
14.4,1.9,904,68,76
12.8,2,911,39,73
12.8,2.1,915,13,78
12.8,2,863,0,83
11.7,2.1,712,0,81
10,1.9,246,6,77
0.6,3.2,0,0,61
-1.1,2.7,0,0,58
0,3.1,0,0,39
0,2.6,0,0,42
0,2.6,0,0,34
0,2.6,0,0,47
-1.1,2.6,0,0,51
-1.1,2.6,0,0,54
-1.1,2.6,0,0,54
-0.6,2.5,0,0,55
-1.1,2.3,0,0,61
-1.1,2.5,0,0,61
-1.1,2.6,0,0,58
-0.6,2.6,0,0,33
-1.1,2.7,0,8,33
-0.6,2.7,11,77,33
1.1,2.4,21,128,36
1.1,2.6,26,165,34
-1.1,2.8,29,184,32
-1.1,3.1,6,79,31
-1.1,3.1,5,70,31
-1.1,3.1,5,53,31
-1.1,3,4,31,32
-1.7,2.8,4,18,32
-1.7,2.8,0,0,32
-1.7,2.8,0,0,32
-2.8,2.9,0,0,31
-2.8,2.7,0,0,32
-2.2,2.8,0,0,32
-3.3,2.6,0,0,32
-3.3,2.5,0,0,33
-3.9,2.5,0,0,32
-3.9,2.3,0,0,33
-4.4,2.2,0,0,33
-5,2,0,0,34
-5,2.1,0,0,33
-8.9,1.4,0,0,35
-10.6,1.2,0,0,36
-11.1,1.1,0,8,36
-12.2,1.1,4,32,37
-12.8,1,10,117,44
-12.2,1.1,10,152,43
-11.1,1.1,11,170,43
-10.6,1.1,11,171,44
-10,0.9,64,189,51
-10.6,1.1,5,54,37
-11.1,1,4,31,38
-11.7,1,2,8,38
-12.8,0.8,0,0,39
-12.2,0.9,0,0,38
-13.3,1,0,0,38
-13.3,1,0,0,38
-15,0.7,0,0,39
-16.7,0.6,0,0,44
-17.8,0.5,0,0,50
-17.2,0.5,0,0,45
-16.7,0.6,0,0,45
-18.3,0.5,0,0,61
-18.9,0.4,0,0,61
-19.4,0.3,0,0,63
-20,0.4,0,0,62
-20.6,0.4,0,0,61
-20,0.5,0,54,66
-17.2,0.5,739,134,68
-13.9,0.7,889,129,68
-12.2,0.7,957,107,71
-10,1,970,83,70
-7.8,1.2,969,55,70
-5.6,1.1,956,17,74
-3.9,1.3,892,0,74
-3.9,1,738,0,77
-3.3,1,363,0,77
-8.3,1,0,0,72
-9.4,0.8,0,0,67
-7.2,0.8,0,0,71
-10.6,0.8,0,0,67
-10.6,0.8,0,0,71
-12.2,0.7,0,0,66
-8.9,0.9,0,0,63
-7.8,0.9,0,0,64
-8.9,0.9,0,0,65
-8.3,0.8,0,0,70
-7.2,0.8,0,0,68
-4.4,1,0,0,69
-6.7,1,0,0,66
-4.4,1.1,0,0,65
-4.4,1,0,52,65
0.6,1.4,718,132,73
2.2,1.6,891,131,79
-0.6,2.4,957,108,72
1.1,1.5,961,74,74
2.2,1.4,967,42,75
2.2,1.5,937,13,75
2.8,1.7,865,0,74
2.8,1.8,716,0,73
2.2,2.1,367,0,76
1.7,2,0,0,77
1.7,2,0,0,72
-1.1,1.8,0,0,69
-2.8,1.6,0,0,66
-5,1.6,0,0,66
-5,1.4,0,0,67
-3.9,1.5,0,0,73
-5,1.4,0,0,72
-5,1.4,0,0,72
-2.8,1.6,0,0,69
-3.3,1.4,0,0,74
-2.2,1.4,0,0,75
-2.8,1.5,0,0,74
-2.8,1.6,0,0,73
-0.6,1.7,0,57,71
2.2,1.8,720,133,73
5,1.9,845,127,71
7.8,2,895,104,71
8.9,2,923,74,73
11.7,2,929,43,74
10.6,1.7,879,16,74
10,1.8,781,0,70
7.2,2.5,529,18,61
6.1,2.6,157,18,56
5.6,2.4,0,0,57
4.4,2.1,0,0,60
2.8,2.4,0,0,62
0.6,2.4,0,0,68
0.6,2.4,0,0,68
0,2.1,0,0,74
0,2.3,0,0,73
-1.1,2.3,0,0,72
0,2,0,0,74
-1.1,2.6,0,0,70
-1.1,2.3,0,0,72
-1.1,2,0,0,73
0.6,1.9,0,0,74
1.7,2,0,0,77
1.7,1.9,0,62,77
5.6,2.1,746,138,80
9.4,1.8,845,129,77
12.2,2.3,875,105,72
13.9,2.1,868,76,72
15.6,2,908,45,77
17.8,1.5,879,17,83
17.8,1.3,867,0,95
16.1,1.7,719,0,89
13.9,2.1,348,0,84
13.3,2,0,0,84
11.1,2.6,0,0,78
11.1,2.6,0,0,83
8.9,2.1,0,0,83
5,2.5,0,0,77
3.9,2.6,0,0,75
3.9,2.8,0,0,74
2.2,2.9,0,0,73
2.8,2.6,0,0,74
2.2,2.6,0,0,74
2.8,2.4,0,0,75
2.8,2.3,0,0,76
2.2,2.2,0,0,75
1.7,2.3,0,0,74
1.7,2.3,0,64,74
5,2.3,749,140,78
9.4,2.6,898,134,81
12.2,2.4,958,113,86
12.8,2.1,971,88,88
12.2,2.4,972,42,81
12.2,2.7,879,18,69
11.1,3.3,831,0,68
8.3,3,609,4,62
8.3,3,278,6,62
5.6,3.2,0,0,59
4.4,2.8,0,0,59
3.3,2.6,0,0,66
3.3,2.6,0,0,70
2.2,2.9,0,0,68
1.7,3.2,0,0,63
2.2,3,0,0,59
1.1,2.8,0,0,61
0.6,2.9,0,0,56
1.1,2.7,0,0,42
0.6,3.2,0,0,39
0.6,3,0,0,40
0,3.6,0,0,30
0,3.6,0,0,30
-0.6,3.4,0,10,30
-1.1,3.3,3,35,31
-1.1,3,4,58,32
-0.6,3.2,4,75,31
0,3,5,84,32
0.6,3.2,5,84,31
1.7,2.7,635,71,52
3.3,2.5,810,0,62
0.6,2.7,660,0,58
0,2.7,373,0,60
-1.7,2.5,0,0,62
-2.2,2.1,0,0,67
-4.4,2,0,0,69
-5.6,1.8,0,0,70
-6.1,1.6,0,0,69
-6.1,1.7,0,0,69
-6.7,1.6,0,0,69
-6.7,1.7,0,0,69
-7.8,1.6,0,0,68
-6.7,1.7,0,0,69
-6.1,1.5,0,0,70
-6.7,1.4,0,0,70
-6.7,1.6,0,0,69
-4.4,1.7,0,0,71
-4.4,1.4,0,70,73
-1.7,1.6,756,143,75
2.8,1.7,903,136,79
4.4,1.8,772,113,62
6.7,1.3,429,175,61
5.6,1.6,438,157,57
6.1,1.2,134,209,55
5,2.3,115,163,46
6.1,2.2,419,43,59
5.6,2,354,0,67
2.2,2.1,0,0,63
0.6,2.4,0,0,64
-1.1,2.1,0,0,68
-1.7,1.9,0,0,73
-2.2,2,0,0,72
-2.8,2.1,0,0,70
-1.7,1.8,0,0,61
2.8,1.8,0,0,58
0.6,1.7,0,0,71
2.2,1.4,0,0,72
-0.6,1.7,0,0,63
-1.1,2,0,0,63
3.9,1.9,0,0,65
5.6,2.1,0,0,58
0,1.6,0,70,69
3.3,2,731,141,72
7.2,1.9,872,135,77
10,1.5,960,117,88
10.6,1.4,973,92,90
11.1,1.1,972,60,93
11.7,1.3,959,20,93
11.7,1.7,873,0,84
10,1.8,706,0,77
7.8,2,36,33,49
7.2,2.1,0,0,40
5.6,2.1,0,0,62
4.4,2.1,0,0,38
3.9,2.2,0,0,37
3.3,2.5,0,0,36
2.2,3.3,0,0,32
0.6,3.6,0,0,29
0.6,3.6,0,0,29
-1.1,3.4,0,0,30
-2.8,2.9,0,0,31
-3.3,2.7,0,0,32
-3.3,2.5,0,0,40
-5.6,2.1,0,0,56
-5.6,1.9,0,0,47
-6.1,1.9,0,70,56
-4.4,2,732,143,65
-2.2,2.2,908,138,71
-0.6,2.5,960,118,71
1.1,2.5,973,92,73
1.7,2.3,976,43,70
2.8,2,924,16,69
1.7,2,874,0,71
0,2,756,0,74
-1.1,2.1,434,0,73
-4.4,1.8,0,0,70
-5.6,1.4,0,0,72
-5,1.5,0,0,71
-2.8,1.8,0,0,72
-5,1.7,0,0,70
-6.1,1.6,0,0,69
-7.8,1.5,0,0,68
-8.3,1.2,0,0,70
-8.3,1.4,0,0,68
-10,1.2,0,0,68
-8.3,1.5,0,0,64
-8.9,1.3,0,0,59
-8.3,1.2,0,0,66
-8.9,1.3,0,0,61
-10,1.2,0,73,58
-8.3,1.4,698,141,60
-3.9,1.8,853,137,63
-3.3,1.4,921,112,66
-2.8,1.8,929,80,62
-1.1,1.7,908,50,63
-0.6,2.9,879,22,57
-1.1,2,564,57,54
-1.7,2.1,225,90,49
-2.2,2,6,28,36
-3.3,2,0,0,35
-3.3,2.2,0,0,34
-3.9,2.1,0,0,34
-3.9,2.2,0,0,33
-3.9,2.3,0,0,33
-5.6,2.1,0,0,34
-5.6,1.9,0,0,35
-5.6,1.9,0,0,35
-5.6,1.9,0,0,35
-6.1,1.9,0,0,34
-6.7,1.8,0,0,35
-7.2,1.7,0,0,35
-7.8,1.8,0,0,34
-7.8,1.5,0,0,36
-8.3,1.6,0,13,35
-7.8,1.5,9,82,42
-6.7,1.6,773,136,56
-5.6,1.6,875,114,59
-5,1.7,903,83,59
-3.9,1.8,908,51,59
-3.3,1.8,839,28,58
-3.9,1.7,347,119,49
-3.9,1.7,668,0,60
-4.4,1.7,373,0,61
-6.7,1.4,0,0,63
-6.8,1.6,0,0,62
-9.8,1.3,0,0,61
-11,1.2,0,0,63
-10.8,1.1,0,0,68
-9.7,1.2,0,0,61
-8.1,1.4,0,0,60
-6.3,1.6,0,0,60
-5.6,1.8,0,0,54
-5.3,1.8,0,0,54
-5.4,1.8,0,0,54
-5.8,1.7,0,0,62
-6.7,1.6,0,0,62
-6.7,1.6,0,0,62
-7.2,1.6,0,87,69
-3.8,1.7,768,151,71
-0.4,1.8,911,142,75
2.8,1.9,956,125,78
5.2,1.6,968,100,82
7.6,1.4,968,67,87
10,1.1,955,26,92
9.4,1.1,911,0,91
8.9,1.1,761,0,91
8.3,1.2,473,0,90
5,1.3,0,0,84
1.6,1.4,0,0,79
-1.7,1.6,0,0,75
-2.3,1.6,0,0,73
-3.1,1.7,0,0,73
-3.9,1.7,0,0,71
-4.2,1.6,0,0,72
-4.5,1.4,0,0,72
-5,1.3,0,0,73
-5.3,1.3,0,0,73
-5.6,1.2,0,0,73
-6.1,1.2,0,0,72
-4.9,1.2,0,0,74
-3.8,1.2,0,0,75
-2.8,1.1,0,90,77
0.4,1.1,772,152,80
3.5,1,914,143,85
6.7,1,956,126,90
8.5,1.2,968,101,90
10.4,1.3,968,68,91
12.2,1.5,956,27,92
10.9,1.6,913,0,89
9.6,1.7,764,0,86
8.3,1.8,471,0,85
5.9,1.8,0,0,82
3.5,1.9,0,0,78
1.1,2,0,0,76
-0.1,1.9,0,0,74
-1.4,1.9,0,0,72
-2.8,1.9,0,0,71
-3.1,1.8,0,0,72
-3.4,1.7,0,0,72
-3.9,1.6,0,0,72
-4.2,1.5,0,0,73
-4.5,1.4,0,0,72
-5,1.3,0,0,73
-5.5,1.3,0,0,72
-6,1.3,0,0,72
-6.7,1.3,0,94,71
-3.4,1.5,764,152,73
-0.3,1.6,893,143,76
2.8,1.8,949,116,74
4.5,1.8,969,81,76
6.1,1.7,965,47,78
7.8,1.7,926,19,76
7.1,1.8,855,0,75
6.3,1.9,713,0,73
5.6,2,422,0,72
3.2,2,0,0,69
0.7,2,0,0,67
-1.7,2.1,0,0,64
-2.5,2,0,0,63
-3.4,2,0,0,63
-4.4,2,0,0,70
-5.1,1.9,0,0,69
-5.8,1.8,0,0,69
-6.7,1.7,0,0,69
-6.4,1.8,0,0,68
-6.2,1.9,0,0,68
-6.1,2,0,0,33
-5.8,2.1,0,0,33
-5.7,2.2,0,0,33
-5.6,2.2,0,15,33
-5.3,2.3,3,41,33
-5.1,2.3,3,65,33
-5,2.2,4,82,33
-4.7,2.2,4,91,32
-4.5,2.3,4,91,33
-4.4,2.2,4,82,33
-5.1,2.1,3,64,34
-5.8,2,3,40,34
-6.7,1.8,2,14,34
-7.1,1.8,0,0,34
-7.7,1.8,0,0,35
-8.3,1.7,0,0,34
-8.6,1.6,0,0,35
-8.9,1.5,0,0,35
-9.4,1.4,0,0,35
-9.7,1.3,0,0,36
-10.1,1.3,0,0,35
-10.6,1.2,0,0,36
-10.9,1.2,0,0,36
-11.2,1.2,0,0,36
-11.7,1.1,0,0,37
-11.6,1.1,0,0,36
-11.6,1.2,0,0,36
-11.7,1.2,0,16,36
-11.6,1.1,3,42,36
-11.6,1.1,3,65,36
-11.7,1.1,4,83,37
-11.8,1.1,4,92,37
-11.9,1,4,92,37
-12.2,1,4,82,37
-12.7,0.9,32,158,38
-13.2,0.9,171,113,38
-13.9,0.8,357,7,56
-15.5,0.7,0,0,56
-17.1,0.6,0,0,56
-18.9,0.6,0,0,65
-19.9,0.5,0,0,65
-21,0.4,0,0,66
-22.2,0.3,0,0,66
-21.7,0.3,0,0,66
-21.4,0.3,0,0,66
-21.1,0.3,0,0,66
-20.6,0.4,0,0,67
-20.3,0.4,0,0,67
-20,0.4,0,0,66
-18.2,0.5,0,0,68
-16.6,0.5,0,0,68
-15,0.6,0,105,69
-10.8,0.8,788,157,71
-6.8,1.2,928,145,71
-2.8,1.6,958,131,73
-0.8,1.6,970,105,75
0.9,1.6,970,72,77
2.8,1.6,958,30,80
3,1.4,928,0,81
3.1,1.3,778,0,82
3.3,1.1,498,0,84
0,1.2,0,0,79
-3.3,1.3,0,0,75
-6.7,1.4,0,0,71
-6.6,1.3,0,0,71
-6.6,1.2,0,0,72
-6.7,1.1,0,0,73
-5.3,1.1,0,0,74
-4,1.2,0,0,75
-2.8,1.2,0,0,58
-2.9,1.2,0,0,57
-3,1.2,0,0,57
-3.3,1.2,0,0,75
-2.5,1.3,0,0,75
-1.7,1.4,0,0,76
-1.1,1.5,0,92,60
2.4,1.6,629,150,62
5.9,1.8,809,148,64
9.4,2,931,119,75
10,1.9,960,83,76
10.5,1.9,963,48,77
11.1,1.9,934,19,78
10.7,2,774,17,77
10.4,2.1,545,28,77
10,2.1,238,26,61
8.5,2.1,0,0,61
7.1,2.1,0,0,60
5.6,2,0,0,59
4.5,2,0,0,58
3.3,2,0,0,57
2.2,2,0,0,59
-0.3,1.9,0,0,57
-2.9,1.9,0,0,55
-5.6,1.8,0,0,70
-6.4,1.7,0,0,69
-7.3,1.6,0,0,68
-8.3,1.5,0,0,35
-7.8,1.6,0,0,35
-7.5,1.6,0,0,35
-7.2,1.6,0,76,48
-6.7,1.6,61,136,48
-6.4,1.6,11,144,48
-6.1,1.6,3,85,36
-6.2,1.6,3,94,36
-6.4,1.5,3,94,36
-6.7,1.4,3,85,37
-7.3,1.4,9,125,37
-8.1,1.3,30,110,37
-8.9,1.2,48,50,52
-9.9,1.2,0,0,52
-11,1.1,0,0,52
-12.2,1,0,0,37
-11.9,1,0,0,37
-11.8,1.1,0,0,37
-11.7,1.1,0,0,37
-12,1.1,0,0,37
-12.3,1,0,0,37
-12.8,1,0,0,67
-12.7,1,0,0,67
-12.7,1,0,0,67
-12.8,1,0,0,51
-11.8,1.1,0,0,51
-10.8,1.2,0,0,51
-10,1.3,0,43,36
-3.6,1.7,64,139,37
2.6,2.1,278,201,38
8.9,2.6,629,159,58
10.6,2.4,758,117,62
12.2,2.1,851,71,64
13.9,1.9,912,24,78
12.6,2,625,54,76
11.3,2,252,99,74
10,2,42,52,50
8,2.1,0,0,49
5.9,2.2,0,0,47
3.9,2.2,0,0,56
3,2.2,0,0,56
2,2.2,0,0,55
1.1,2.1,0,0,67
1.3,2.1,0,0,67
1.5,2,0,0,68
1.7,1.9,0,0,64
0.2,1.9,0,0,63
-1.2,1.9,0,0,61
-2.8,1.8,0,0,64
-1.4,1.9,0,0,65
-0.1,1.9,0,0,66
1.1,1.9,0,94,56
4.1,2,471,152,58
7,2.2,574,167,59
10,2.3,629,160,61
10.2,2.2,589,156,61
10.4,2.2,529,149,62
10.6,2.1,427,151,58
9.3,2.2,368,127,56
8,2.4,262,98,54
6.7,2.5,111,52,53
5.8,2.1,0,0,54
4.8,1.8,0,0,55
3.9,1.4,0,0,64
2.8,1.5,0,0,63
1.7,1.4,0,0,63
0.6,1.4,0,0,61
1.3,1.4,0,0,62
2.1,1.4,0,0,62
2.8,1.5,0,0,70
1.7,1.4,0,0,69
0.5,1.4,0,0,68
-0.6,1.3,0,0,68
0.5,1.3,0,0,69
1.7,1.2,0,1,71
2.8,1.2,0,124,83
4.1,1.2,811,162,84
5.4,1.2,933,151,85
